row_id,amount,source_url,snapshot_date,verbatim_quote_from_source,note,money_type,pages,period,source_file,term,unit,verdict
LQ-anthropic-2021,0,https://lda.gov/api/v1/filings/?client_name=Anthropic&filing_year=2021&page_size=100,2026-09-14,"""count"": 0","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-anthropic-2021-p1.json""]",2021,sources/lda-anthropic-2021-p1.json,anthropic,filings,KEEP
LQ-anthropic-2022,0,https://lda.gov/api/v1/filings/?client_name=Anthropic&filing_year=2022&page_size=100,2026-09-14,"""count"": 0","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-anthropic-2022-p1.json""]",2022,sources/lda-anthropic-2022-p1.json,anthropic,filings,KEEP
LQ-anthropic-2023,10,https://lda.gov/api/v1/filings/?client_name=Anthropic&filing_year=2023&page_size=100,2026-09-14,"""count"": 10","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-anthropic-2023-p1.json""]",2023,sources/lda-anthropic-2023-p1.json,anthropic,filings,KEEP
LQ-anthropic-2024,14,https://lda.gov/api/v1/filings/?client_name=Anthropic&filing_year=2024&page_size=100,2026-09-14,"""count"": 14","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-anthropic-2024-p1.json""]",2024,sources/lda-anthropic-2024-p1.json,anthropic,filings,KEEP
LQ-anthropic-2025,23,https://lda.gov/api/v1/filings/?client_name=Anthropic&filing_year=2025&page_size=100,2026-09-14,"""count"": 23","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-anthropic-2025-p1.json""]",2025,sources/lda-anthropic-2025-p1.json,anthropic,filings,KEEP
LQ-anthropic-2026,23,https://lda.gov/api/v1/filings/?client_name=Anthropic&filing_year=2026&page_size=100,2026-09-14,"""count"": 23","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-anthropic-2026-p1.json""]",2026,sources/lda-anthropic-2026-p1.json,anthropic,filings,KEEP
LQ-facebook-2019,53,https://lda.gov/api/v1/filings/?client_name=Facebook&filing_year=2019&page_size=100,2026-09-14,"""count"": 53","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-facebook-2019-p1.json"", ""lda-facebook-2019-p2.json"", ""lda-facebook-2019-p3.json""]",2019,sources/lda-facebook-2019-p1.json,facebook,filings,KEEP
LQ-facebook-2020,56,https://lda.gov/api/v1/filings/?client_name=Facebook&filing_year=2020&page_size=100,2026-09-14,"""count"": 56","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-facebook-2020-p1.json"", ""lda-facebook-2020-p2.json"", ""lda-facebook-2020-p3.json""]",2020,sources/lda-facebook-2020-p1.json,facebook,filings,KEEP
LQ-facebook-2021,58,https://lda.gov/api/v1/filings/?client_name=Facebook&filing_year=2021&page_size=100,2026-09-14,"""count"": 58","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-facebook-2021-p1.json"", ""lda-facebook-2021-p2.json"", ""lda-facebook-2021-p3.json""]",2021,sources/lda-facebook-2021-p1.json,facebook,filings,KEEP
LQ-facebook-2022,48,https://lda.gov/api/v1/filings/?client_name=Facebook&filing_year=2022&page_size=100,2026-09-14,"""count"": 48","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-facebook-2022-p1.json"", ""lda-facebook-2022-p2.json""]",2022,sources/lda-facebook-2022-p1.json,facebook,filings,KEEP
LQ-facebook-2023,36,https://lda.gov/api/v1/filings/?client_name=Facebook&filing_year=2023&page_size=100,2026-09-14,"""count"": 36","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-facebook-2023-p1.json"", ""lda-facebook-2023-p2.json""]",2023,sources/lda-facebook-2023-p1.json,facebook,filings,KEEP
LQ-facebook-2024,27,https://lda.gov/api/v1/filings/?client_name=Facebook&filing_year=2024&page_size=100,2026-09-14,"""count"": 27","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-facebook-2024-p1.json"", ""lda-facebook-2024-p2.json""]",2024,sources/lda-facebook-2024-p1.json,facebook,filings,KEEP
LQ-facebook-2025,25,https://lda.gov/api/v1/filings/?client_name=Facebook&filing_year=2025&page_size=100,2026-09-14,"""count"": 25","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-facebook-2025-p1.json""]",2025,sources/lda-facebook-2025-p1.json,facebook,filings,KEEP
LQ-facebook-2026,12,https://lda.gov/api/v1/filings/?client_name=Facebook&filing_year=2026&page_size=100,2026-09-14,"""count"": 12","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-facebook-2026-p1.json""]",2026,sources/lda-facebook-2026-p1.json,facebook,filings,KEEP
LQ-google-2019,101,https://lda.gov/api/v1/filings/?client_name=Google&filing_year=2019&page_size=100,2026-09-14,"""count"": 101","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-google-2019-p1.json"", ""lda-google-2019-p2.json"", ""lda-google-2019-p3.json"", ""lda-google-2019-p4.json"", ""lda-google-2019-p5.json""]",2019,sources/lda-google-2019-p1.json,google,filings,KEEP
LQ-google-2020,89,https://lda.gov/api/v1/filings/?client_name=Google&filing_year=2020&page_size=100,2026-09-14,"""count"": 89","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-google-2020-p1.json"", ""lda-google-2020-p2.json"", ""lda-google-2020-p3.json"", ""lda-google-2020-p4.json""]",2020,sources/lda-google-2020-p1.json,google,filings,KEEP
LQ-google-2021,91,https://lda.gov/api/v1/filings/?client_name=Google&filing_year=2021&page_size=100,2026-09-14,"""count"": 91","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-google-2021-p1.json"", ""lda-google-2021-p2.json"", ""lda-google-2021-p3.json"", ""lda-google-2021-p4.json""]",2021,sources/lda-google-2021-p1.json,google,filings,KEEP
LQ-google-2022,83,https://lda.gov/api/v1/filings/?client_name=Google&filing_year=2022&page_size=100,2026-09-14,"""count"": 83","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-google-2022-p1.json"", ""lda-google-2022-p2.json"", ""lda-google-2022-p3.json"", ""lda-google-2022-p4.json""]",2022,sources/lda-google-2022-p1.json,google,filings,KEEP
LQ-google-2023,87,https://lda.gov/api/v1/filings/?client_name=Google&filing_year=2023&page_size=100,2026-09-14,"""count"": 87","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-google-2023-p1.json"", ""lda-google-2023-p2.json"", ""lda-google-2023-p3.json"", ""lda-google-2023-p4.json""]",2023,sources/lda-google-2023-p1.json,google,filings,KEEP
LQ-google-2024,86,https://lda.gov/api/v1/filings/?client_name=Google&filing_year=2024&page_size=100,2026-09-14,"""count"": 86","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-google-2024-p1.json"", ""lda-google-2024-p2.json"", ""lda-google-2024-p3.json"", ""lda-google-2024-p4.json""]",2024,sources/lda-google-2024-p1.json,google,filings,KEEP
LQ-google-2025,90,https://lda.gov/api/v1/filings/?client_name=Google&filing_year=2025&page_size=100,2026-09-14,"""count"": 90","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-google-2025-p1.json"", ""lda-google-2025-p2.json"", ""lda-google-2025-p3.json"", ""lda-google-2025-p4.json""]",2025,sources/lda-google-2025-p1.json,google,filings,KEEP
LQ-google-2026,40,https://lda.gov/api/v1/filings/?client_name=Google&filing_year=2026&page_size=100,2026-09-14,"""count"": 40","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-google-2026-p1.json"", ""lda-google-2026-p2.json""]",2026,sources/lda-google-2026-p1.json,google,filings,KEEP
LQ-meta-platforms-2019,64,https://lda.gov/api/v1/filings/?client_name=Meta+Platforms&filing_year=2019&page_size=100,2026-09-14,"""count"": 64","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-meta-platforms-2019-p1.json"", ""lda-meta-platforms-2019-p2.json"", ""lda-meta-platforms-2019-p3.json""]",2019,sources/lda-meta-platforms-2019-p1.json,meta-platforms,filings,KEEP
LQ-meta-platforms-2020,79,https://lda.gov/api/v1/filings/?client_name=Meta+Platforms&filing_year=2020&page_size=100,2026-09-14,"""count"": 79","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-meta-platforms-2020-p1.json"", ""lda-meta-platforms-2020-p2.json"", ""lda-meta-platforms-2020-p3.json"", ""lda-meta-platforms-2020-p4.json""]",2020,sources/lda-meta-platforms-2020-p1.json,meta-platforms,filings,KEEP
LQ-meta-platforms-2021,100,https://lda.gov/api/v1/filings/?client_name=Meta+Platforms&filing_year=2021&page_size=100,2026-09-14,"""count"": 100","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-meta-platforms-2021-p1.json"", ""lda-meta-platforms-2021-p2.json"", ""lda-meta-platforms-2021-p3.json"", ""lda-meta-platforms-2021-p4.json""]",2021,sources/lda-meta-platforms-2021-p1.json,meta-platforms,filings,KEEP
LQ-meta-platforms-2022,104,https://lda.gov/api/v1/filings/?client_name=Meta+Platforms&filing_year=2022&page_size=100,2026-09-14,"""count"": 104","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-meta-platforms-2022-p1.json"", ""lda-meta-platforms-2022-p2.json"", ""lda-meta-platforms-2022-p3.json"", ""lda-meta-platforms-2022-p4.json"", ""lda-meta-platforms-2022-p5.json""]",2022,sources/lda-meta-platforms-2022-p1.json,meta-platforms,filings,KEEP
LQ-meta-platforms-2023,97,https://lda.gov/api/v1/filings/?client_name=Meta+Platforms&filing_year=2023&page_size=100,2026-09-14,"""count"": 97","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-meta-platforms-2023-p1.json"", ""lda-meta-platforms-2023-p2.json"", ""lda-meta-platforms-2023-p3.json"", ""lda-meta-platforms-2023-p4.json""]",2023,sources/lda-meta-platforms-2023-p1.json,meta-platforms,filings,KEEP
LQ-meta-platforms-2024,84,https://lda.gov/api/v1/filings/?client_name=Meta+Platforms&filing_year=2024&page_size=100,2026-09-14,"""count"": 84","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-meta-platforms-2024-p1.json"", ""lda-meta-platforms-2024-p2.json"", ""lda-meta-platforms-2024-p3.json"", ""lda-meta-platforms-2024-p4.json""]",2024,sources/lda-meta-platforms-2024-p1.json,meta-platforms,filings,KEEP
LQ-meta-platforms-2025,93,https://lda.gov/api/v1/filings/?client_name=Meta+Platforms&filing_year=2025&page_size=100,2026-09-14,"""count"": 93","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-meta-platforms-2025-p1.json"", ""lda-meta-platforms-2025-p2.json"", ""lda-meta-platforms-2025-p3.json"", ""lda-meta-platforms-2025-p4.json""]",2025,sources/lda-meta-platforms-2025-p1.json,meta-platforms,filings,KEEP
LQ-meta-platforms-2026,47,https://lda.gov/api/v1/filings/?client_name=Meta+Platforms&filing_year=2026&page_size=100,2026-09-14,"""count"": 47","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-meta-platforms-2026-p1.json"", ""lda-meta-platforms-2026-p2.json""]",2026,sources/lda-meta-platforms-2026-p1.json,meta-platforms,filings,KEEP
LQ-microsoft-2019,111,https://lda.gov/api/v1/filings/?client_name=Microsoft&filing_year=2019&page_size=100,2026-09-14,"""count"": 111","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-microsoft-2019-p1.json"", ""lda-microsoft-2019-p2.json"", ""lda-microsoft-2019-p3.json"", ""lda-microsoft-2019-p4.json"", ""lda-microsoft-2019-p5.json""]",2019,sources/lda-microsoft-2019-p1.json,microsoft,filings,KEEP
LQ-microsoft-2020,112,https://lda.gov/api/v1/filings/?client_name=Microsoft&filing_year=2020&page_size=100,2026-09-14,"""count"": 112","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-microsoft-2020-p1.json"", ""lda-microsoft-2020-p2.json"", ""lda-microsoft-2020-p3.json"", ""lda-microsoft-2020-p4.json"", ""lda-microsoft-2020-p5.json""]",2020,sources/lda-microsoft-2020-p1.json,microsoft,filings,KEEP
LQ-microsoft-2021,115,https://lda.gov/api/v1/filings/?client_name=Microsoft&filing_year=2021&page_size=100,2026-09-14,"""count"": 115","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-microsoft-2021-p1.json"", ""lda-microsoft-2021-p2.json"", ""lda-microsoft-2021-p3.json"", ""lda-microsoft-2021-p4.json"", ""lda-microsoft-2021-p5.json""]",2021,sources/lda-microsoft-2021-p1.json,microsoft,filings,KEEP
LQ-microsoft-2022,96,https://lda.gov/api/v1/filings/?client_name=Microsoft&filing_year=2022&page_size=100,2026-09-14,"""count"": 96","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-microsoft-2022-p1.json"", ""lda-microsoft-2022-p2.json"", ""lda-microsoft-2022-p3.json"", ""lda-microsoft-2022-p4.json""]",2022,sources/lda-microsoft-2022-p1.json,microsoft,filings,KEEP
LQ-microsoft-2023,87,https://lda.gov/api/v1/filings/?client_name=Microsoft&filing_year=2023&page_size=100,2026-09-14,"""count"": 87","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-microsoft-2023-p1.json"", ""lda-microsoft-2023-p2.json"", ""lda-microsoft-2023-p3.json"", ""lda-microsoft-2023-p4.json""]",2023,sources/lda-microsoft-2023-p1.json,microsoft,filings,KEEP
LQ-microsoft-2024,89,https://lda.gov/api/v1/filings/?client_name=Microsoft&filing_year=2024&page_size=100,2026-09-14,"""count"": 89","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-microsoft-2024-p1.json"", ""lda-microsoft-2024-p2.json"", ""lda-microsoft-2024-p3.json"", ""lda-microsoft-2024-p4.json""]",2024,sources/lda-microsoft-2024-p1.json,microsoft,filings,KEEP
LQ-microsoft-2025,88,https://lda.gov/api/v1/filings/?client_name=Microsoft&filing_year=2025&page_size=100,2026-09-14,"""count"": 88","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-microsoft-2025-p1.json"", ""lda-microsoft-2025-p2.json"", ""lda-microsoft-2025-p3.json"", ""lda-microsoft-2025-p4.json""]",2025,sources/lda-microsoft-2025-p1.json,microsoft,filings,KEEP
LQ-microsoft-2026,40,https://lda.gov/api/v1/filings/?client_name=Microsoft&filing_year=2026&page_size=100,2026-09-14,"""count"": 40","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-microsoft-2026-p1.json"", ""lda-microsoft-2026-p2.json""]",2026,sources/lda-microsoft-2026-p1.json,microsoft,filings,KEEP
LQ-openai-2019,0,https://lda.gov/api/v1/filings/?client_name=OpenAI&filing_year=2019&page_size=100,2026-09-14,"""count"": 0","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-openai-2019-p1.json""]",2019,sources/lda-openai-2019-p1.json,openai,filings,KEEP
LQ-openai-2020,0,https://lda.gov/api/v1/filings/?client_name=OpenAI&filing_year=2020&page_size=100,2026-09-14,"""count"": 0","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-openai-2020-p1.json""]",2020,sources/lda-openai-2020-p1.json,openai,filings,KEEP
LQ-openai-2021,0,https://lda.gov/api/v1/filings/?client_name=OpenAI&filing_year=2021&page_size=100,2026-09-14,"""count"": 0","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-openai-2021-p1.json""]",2021,sources/lda-openai-2021-p1.json,openai,filings,KEEP
LQ-openai-2022,0,https://lda.gov/api/v1/filings/?client_name=OpenAI&filing_year=2022&page_size=100,2026-09-14,"""count"": 0","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-openai-2022-p1.json""]",2022,sources/lda-openai-2022-p1.json,openai,filings,KEEP
LQ-openai-2023,6,https://lda.gov/api/v1/filings/?client_name=OpenAI&filing_year=2023&page_size=100,2026-09-14,"""count"": 6","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-openai-2023-p1.json""]",2023,sources/lda-openai-2023-p1.json,openai,filings,KEEP
LQ-openai-2024,20,https://lda.gov/api/v1/filings/?client_name=OpenAI&filing_year=2024&page_size=100,2026-09-14,"""count"": 20","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-openai-2024-p1.json""]",2024,sources/lda-openai-2024-p1.json,openai,filings,KEEP
LQ-openai-2025,18,https://lda.gov/api/v1/filings/?client_name=OpenAI&filing_year=2025&page_size=100,2026-09-14,"""count"": 18","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-openai-2025-p1.json""]",2025,sources/lda-openai-2025-p1.json,openai,filings,KEEP
LQ-openai-2026,9,https://lda.gov/api/v1/filings/?client_name=OpenAI&filing_year=2026&page_size=100,2026-09-14,"""count"": 9","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-openai-2026-p1.json""]",2026,sources/lda-openai-2026-p1.json,openai,filings,KEEP
LQ-x-ai-2019,0,https://lda.gov/api/v1/filings/?client_name=X.AI&filing_year=2019&page_size=100,2026-09-14,"""count"": 0","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-x-ai-2019-p1.json""]",2019,sources/lda-x-ai-2019-p1.json,x-ai,filings,KEEP
LQ-x-ai-2020,0,https://lda.gov/api/v1/filings/?client_name=X.AI&filing_year=2020&page_size=100,2026-09-14,"""count"": 0","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-x-ai-2020-p1.json""]",2020,sources/lda-x-ai-2020-p1.json,x-ai,filings,KEEP
LQ-x-ai-2021,0,https://lda.gov/api/v1/filings/?client_name=X.AI&filing_year=2021&page_size=100,2026-09-14,"""count"": 0","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-x-ai-2021-p1.json""]",2021,sources/lda-x-ai-2021-p1.json,x-ai,filings,KEEP
LQ-x-ai-2022,0,https://lda.gov/api/v1/filings/?client_name=X.AI&filing_year=2022&page_size=100,2026-09-14,"""count"": 0","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-x-ai-2022-p1.json""]",2022,sources/lda-x-ai-2022-p1.json,x-ai,filings,KEEP
LQ-x-ai-2023,0,https://lda.gov/api/v1/filings/?client_name=X.AI&filing_year=2023&page_size=100,2026-09-14,"""count"": 0","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-x-ai-2023-p1.json""]",2023,sources/lda-x-ai-2023-p1.json,x-ai,filings,KEEP
LQ-x-ai-2024,0,https://lda.gov/api/v1/filings/?client_name=X.AI&filing_year=2024&page_size=100,2026-09-14,"""count"": 0","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-x-ai-2024-p1.json""]",2024,sources/lda-x-ai-2024-p1.json,x-ai,filings,KEEP
LQ-x-ai-2025,0,https://lda.gov/api/v1/filings/?client_name=X.AI&filing_year=2025&page_size=100,2026-09-14,"""count"": 0","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-x-ai-2025-p1.json""]",2025,sources/lda-x-ai-2025-p1.json,x-ai,filings,KEEP
LQ-x-ai-2026,0,https://lda.gov/api/v1/filings/?client_name=X.AI&filing_year=2026&page_size=100,2026-09-14,"""count"": 0","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-x-ai-2026-p1.json""]",2026,sources/lda-x-ai-2026-p1.json,x-ai,filings,KEEP
LQ-xai-2019,0,https://lda.gov/api/v1/filings/?client_name=xAI&filing_year=2019&page_size=100,2026-09-14,"""count"": 0","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-xai-2019-p1.json""]",2019,sources/lda-xai-2019-p1.json,xai,filings,KEEP
LQ-xai-2020,0,https://lda.gov/api/v1/filings/?client_name=xAI&filing_year=2020&page_size=100,2026-09-14,"""count"": 0","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-xai-2020-p1.json""]",2020,sources/lda-xai-2020-p1.json,xai,filings,KEEP
LQ-xai-2021,0,https://lda.gov/api/v1/filings/?client_name=xAI&filing_year=2021&page_size=100,2026-09-14,"""count"": 0","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-xai-2021-p1.json""]",2021,sources/lda-xai-2021-p1.json,xai,filings,KEEP
LQ-xai-2022,0,https://lda.gov/api/v1/filings/?client_name=xAI&filing_year=2022&page_size=100,2026-09-14,"""count"": 0","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-xai-2022-p1.json""]",2022,sources/lda-xai-2022-p1.json,xai,filings,KEEP
LQ-xai-2023,0,https://lda.gov/api/v1/filings/?client_name=xAI&filing_year=2023&page_size=100,2026-09-14,"""count"": 0","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-xai-2023-p1.json""]",2023,sources/lda-xai-2023-p1.json,xai,filings,KEEP
LQ-xai-2024,0,https://lda.gov/api/v1/filings/?client_name=xAI&filing_year=2024&page_size=100,2026-09-14,"""count"": 0","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-xai-2024-p1.json""]",2024,sources/lda-xai-2024-p1.json,xai,filings,KEEP
LQ-xai-2025,0,https://lda.gov/api/v1/filings/?client_name=xAI&filing_year=2025&page_size=100,2026-09-14,"""count"": 0","Complete public client-name query for this filing year, including all pages. A zero count is a bounded search result, not zero spending.",query_result_count,"[""lda-xai-2025-p1.json""]",2025,sources/lda-xai-2025-p1.json,xai,filings,KEEP
