row_id,amount,source_url,snapshot_date,verbatim_quote_from_source,note,currency,funder,funder_code,input_row_ids,money_type,operation,org_id,period,period_end,period_start,quarters,route,unit,verdict
AW-FLI-2018-published_award,250000.00,https://coefficientgiving.org/wp-content/uploads/Coefficient-Giving-Grants-Archive.csv,2026-09-14,"{""A-CG-727"": ""$250,000.00""}","Same labeled money type only. Source rows retain receiving charities, payer uncertainty and allocation limits; amounts must not be added across types.",USD,,,A-CG-727,published_award,sum,FLI,2018,,,,,,KEEP
AW-FLI-2019-published_award,100000.00,https://coefficientgiving.org/wp-content/uploads/Coefficient-Giving-Grants-Archive.csv,2026-09-14,"{""A-CG-518"": ""$100,000.00""}","Same labeled money type only. Source rows retain receiving charities, payer uncertainty and allocation limits; amounts must not be added across types.",USD,,,A-CG-518,published_award,sum,FLI,2019,,,,,,KEEP
AW-FLI-2020-published_award,176000.00,https://coefficientgiving.org/wp-content/uploads/Coefficient-Giving-Grants-Archive.csv,2026-09-14,"{""A-CG-519"": ""$176,000.00""}","Same labeled money type only. Source rows retain receiving charities, payer uncertainty and allocation limits; amounts must not be added across types.",USD,,,A-CG-519,published_award,sum,FLI,2020,,,,,,KEEP
AW-IAPS-2024-published_award,3839944.00,https://coefficientgiving.org/wp-content/uploads/Coefficient-Giving-Grants-Archive.csv,2026-09-14,"{""A-CG-1671"": ""$3,011,895.00"", ""A-CG-2194"": ""$828,049.00""}","Same labeled money type only. Source rows retain receiving charities, payer uncertainty and allocation limits; amounts must not be added across types.",USD,,,A-CG-1671;A-CG-2194,published_award,sum,IAPS,2024,,,,,,KEEP
AW-IAPS-2025-published_award,11510081.00,https://coefficientgiving.org/wp-content/uploads/Coefficient-Giving-Grants-Archive.csv,2026-09-14,"{""A-CG-1296"": ""$11,510,081.00""}","Same labeled money type only. Source rows retain receiving charities, payer uncertainty and allocation limits; amounts must not be added across types.",USD,,,A-CG-1296,published_award,sum,IAPS,2025,,,,,,KEEP
AW-SAIF-2023-published_award,1167513.00,https://coefficientgiving.org/wp-content/uploads/Coefficient-Giving-Grants-Archive.csv,2026-09-14,"{""A-CG-2451"": ""$1,167,513.00""}","Same labeled money type only. Source rows retain receiving charities, payer uncertainty and allocation limits; amounts must not be added across types.",USD,,,A-CG-2451,published_award,sum,SAIF,2023,,,,,,KEEP
DD-AIPI,,https://theaipi.org/donate/,2026-09-14,"{""ID-AIPI"": ""We’re a donor-supported 501(c)(3) non-profit.""}","Separate route subtotal within the identified filed cash-grant pool only. A zero is an empty route subset of an otherwise nonempty observed pool, not proof of no funding. DAF-sponsor status does not identify an adviser or establish each grant’s fund type.",USD,,,ID-AIPI,direct_institution_cash_grants,unavailable,AIPI,,,,,,,OPEN
DD-AIPN,,https://projects.propublica.org/nonprofits/api/v2/organizations/994513850.json,2026-09-14,"{""ID-AIPN"": ""{\""name\"":\""Ai Policy Network Inc\"",\""ein\"":994513850,\""subsection_code\"":4,\""ruling_date\"":\""2025-09-01\""}""}","Separate route subtotal within the identified filed cash-grant pool only. A zero is an empty route subset of an otherwise nonempty observed pool, not proof of no funding. DAF-sponsor status does not identify an adviser or establish each grant’s fund type.",USD,,,ID-AIPN,direct_institution_cash_grants,unavailable,AIPN,,,,,,,OPEN
DD-ARI,2948728,https://projects.propublica.org/nonprofits/full_text/202513209349301211/IRS990ScheduleI,2026-09-14,"{""G-812644663-202513209349301211-3"": ""2,948,728""}","Separate route subtotal within the identified filed cash-grant pool only. A zero is an empty route subset of an otherwise nonempty observed pool, not proof of no funding. DAF-sponsor status does not identify an adviser or establish each grant’s fund type.",USD,,,G-812644663-202513209349301211-3,direct_institution_cash_grants,sum,ARI,,,,,,,KEEP
DD-CAIS,11052288,https://projects.propublica.org/nonprofits/full_text/202441369349105564/IRS990PF,2026-09-14,"{""G-461008520-202441369349105564-27"": ""5,160,000"", ""G-461008520-202441369349105564-28"": ""4,025,729"", ""G-461008520-202501349349105365-237"": ""1,866,559""}","Separate route subtotal within the identified filed cash-grant pool only. A zero is an empty route subset of an otherwise nonempty observed pool, not proof of no funding. DAF-sponsor status does not identify an adviser or establish each grant’s fund type.",USD,,,G-461008520-202441369349105564-27;G-461008520-202441369349105564-28;G-461008520-202501349349105365-237,direct_institution_cash_grants,sum,CAIS,,,,,,,KEEP
DD-CAISAF,,https://projects.propublica.org/nonprofits/api/v2/organizations/932442608.json,2026-09-14,"{""ID-CAISAF"": ""{\""name\"":\""Center For Ai Safety Action Fund Inc\"",\""ein\"":932442608,\""subsection_code\"":4,\""ruling_date\"":\""2023-10-01\""}""}","Separate route subtotal within the identified filed cash-grant pool only. A zero is an empty route subset of an otherwise nonempty observed pool, not proof of no funding. DAF-sponsor status does not identify an adviser or establish each grant’s fund type.",USD,,,ID-CAISAF,direct_institution_cash_grants,unavailable,CAISAF,,,,,,,OPEN
DD-CONTROL,,https://find-and-update.company-information.service.gov.uk/company/15088415,2026-09-14,"{""ID-CONTROL"": ""Private Limited Company by guarantee without share capital use of 'Limited' exemption""}","Separate route subtotal within the identified filed cash-grant pool only. A zero is an empty route subset of an otherwise nonempty observed pool, not proof of no funding. DAF-sponsor status does not identify an adviser or establish each grant’s fund type.",USD,,,ID-CONTROL,direct_institution_cash_grants,unavailable,CONTROL,,,,,,,OPEN
DD-CRI,3000000,https://projects.propublica.org/nonprofits/full_text/202641359349102829/IRS990PF,2026-09-14,"{""G-461008520-202641359349102829-46"": ""3,000,000""}","Separate route subtotal within the identified filed cash-grant pool only. A zero is an empty route subset of an otherwise nonempty observed pool, not proof of no funding. DAF-sponsor status does not identify an adviser or establish each grant’s fund type.",USD,,,G-461008520-202641359349102829-46,direct_institution_cash_grants,sum,CRI,,,,,,,KEEP
DD-ENCODE,,https://encodeai.org/privacy-policy/,2026-09-14,"{""ID-ENCODE"": ""Encode AI Corporation, a 501(c)(4) social welfare organization""}","Separate route subtotal within the identified filed cash-grant pool only. A zero is an empty route subset of an otherwise nonempty observed pool, not proof of no funding. DAF-sponsor status does not identify an adviser or establish each grant’s fund type.",USD,,,ID-ENCODE,direct_institution_cash_grants,unavailable,ENCODE,,,,,,,OPEN
DD-ENCODER,,https://projects.propublica.org/nonprofits/api/v2/organizations/333199430.json,2026-09-14,"{""ID-ENCODER"": ""{\""name\"":\""Encode Research Foundation\"",\""ein\"":333199430,\""subsection_code\"":3,\""ruling_date\"":\""2025-06-01\""}""}","Separate route subtotal within the identified filed cash-grant pool only. A zero is an empty route subset of an otherwise nonempty observed pool, not proof of no funding. DAF-sponsor status does not identify an adviser or establish each grant’s fund type.",USD,,,ID-ENCODER,direct_institution_cash_grants,unavailable,ENCODER,,,,,,,OPEN
DD-FAS,4111985,https://projects.propublica.org/nonprofits/full_text/202341359349105939/IRS990PF,2026-09-14,"{""G-461008520-202341359349105939-42"": ""480,000"", ""G-461008520-202341359349105939-43"": ""600,000"", ""G-461008520-202341359349105939-44"": ""187,640"", ""G-461008520-202441369349105564-89"": ""123,000"", ""G-461008520-202441369349105564-90"": ""8,125"", ""G-461008520-202441369349105564-91"": ""204,119"", ""G-461008520-202441369349105564-92"": ""204,119"", ""G-471052538-202523119349303667-4"": ""750,000"", ""G-812644663-202403209349313635-21"": ""611,000"", ""G-812644663-202403209349313635-22"": ""400,000"", ""G-874657441-202441209349301334-1"": ""543,982""}","Separate route subtotal within the identified filed cash-grant pool only. A zero is an empty route subset of an otherwise nonempty observed pool, not proof of no funding. DAF-sponsor status does not identify an adviser or establish each grant’s fund type.",USD,,,G-461008520-202341359349105939-42;G-461008520-202341359349105939-43;G-461008520-202341359349105939-44;G-461008520-202441369349105564-89;G-461008520-202441369349105564-90;G-461008520-202441369349105564-91;G-461008520-202441369349105564-92;G-471052538-202523119349303667-4;G-812644663-202403209349313635-21;G-812644663-202403209349313635-22;G-874657441-202441209349301334-1,direct_institution_cash_grants,sum,FAS,,,,,,,KEEP
DD-FLI,0,https://projects.propublica.org/nonprofits/full_text/202003199349301770/IRS990ScheduleI,2026-09-14,"{""G-205205488-202003199349301770-651"": ""230,000"", ""G-205205488-202103199349327615-665"": ""309,000"", ""G-205205488-202223199349318287-2610"": ""17,200""}","Separate route subtotal within the identified filed cash-grant pool only. A zero is an empty route subset of an otherwise nonempty observed pool, not proof of no funding. DAF-sponsor status does not identify an adviser or establish each grant’s fund type.",USD,,,G-205205488-202003199349301770-651;G-205205488-202103199349327615-665;G-205205488-202223199349318287-2610,direct_institution_cash_grants,empty_subset,FLI,,,,,,,KEEP
DD-HORIZON,11937990,https://projects.propublica.org/nonprofits/full_text/202441369349105564/IRS990PF,2026-09-14,"{""G-461008520-202441369349105564-106"": ""11,837,990"", ""G-812644663-202303199349323610-25"": ""100,000""}","Separate route subtotal within the identified filed cash-grant pool only. A zero is an empty route subset of an otherwise nonempty observed pool, not proof of no funding. DAF-sponsor status does not identify an adviser or establish each grant’s fund type.",USD,,,G-461008520-202441369349105564-106;G-812644663-202303199349323610-25,direct_institution_cash_grants,sum,HORIZON,,,,,,,KEEP
DD-IAPS,,https://projects.propublica.org/nonprofits/api/v2/organizations/320839313.json,2026-09-14,"{""ID-IAPS"": ""{\""name\"":\""Institute For Ai Policy And Strateg Y Inc\"",\""ein\"":320839313,\""subsection_code\"":3,\""ruling_date\"":\""2026-04-01\""}""}","Separate route subtotal within the identified filed cash-grant pool only. A zero is an empty route subset of an otherwise nonempty observed pool, not proof of no funding. DAF-sponsor status does not identify an adviser or establish each grant’s fund type.",USD,,,ID-IAPS,direct_institution_cash_grants,unavailable,IAPS,,,,,,,OPEN
DD-ITIF,0,https://projects.propublica.org/nonprofits/full_text/202211339349310116/IRS990ScheduleI,2026-09-14,"{""G-232888152-202211339349310116-8530"": ""13,200"", ""G-232888152-202331359349303108-9468"": ""30,000"", ""G-237825575-202011979349306246-3394"": ""227,550"", ""G-237825575-202311359349313966-6461"": ""5,750""}","Separate route subtotal within the identified filed cash-grant pool only. A zero is an empty route subset of an otherwise nonempty observed pool, not proof of no funding. DAF-sponsor status does not identify an adviser or establish each grant’s fund type.",USD,,,G-232888152-202211339349310116-8530;G-232888152-202331359349303108-9468;G-237825575-202011979349306246-3394;G-237825575-202311359349313966-6461,direct_institution_cash_grants,empty_subset,ITIF,,,,,,,KEEP
DD-NETCHOICE,,https://projects.propublica.org/nonprofits/api/v2/organizations/271716101.json,2026-09-14,"{""ID-NETCHOICE"": ""{\""name\"":\""Netchoice\"",\""ein\"":271716101,\""subsection_code\"":6,\""ruling_date\"":\""2018-04-01\""}""}","Separate route subtotal within the identified filed cash-grant pool only. A zero is an empty route subset of an otherwise nonempty observed pool, not proof of no funding. DAF-sponsor status does not identify an adviser or establish each grant’s fund type.",USD,,,ID-NETCHOICE,direct_institution_cash_grants,unavailable,NETCHOICE,,,,,,,OPEN
DD-PC,625000,https://projects.propublica.org/nonprofits/full_text/202000429349301210/IRS990ScheduleI,2026-09-14,"{""G-521263996-202000429349301210-8"": ""150,000"", ""G-521263996-202521499349301107-2"": ""475,000""}","Separate route subtotal within the identified filed cash-grant pool only. A zero is an empty route subset of an otherwise nonempty observed pool, not proof of no funding. DAF-sponsor status does not identify an adviser or establish each grant’s fund type.",USD,,,G-521263996-202000429349301210-8;G-521263996-202521499349301107-2,direct_institution_cash_grants,sum,PC,,,,,,,KEEP
DD-PCF,0,https://projects.propublica.org/nonprofits/full_text/202003199349301770/IRS990ScheduleI,2026-09-14,"{""G-205205488-202003199349301770-3105"": ""5,200"", ""G-205205488-202223199349318287-2888"": ""10,800"", ""G-205205488-202543149349305759-2505"": ""5,250"", ""G-232888152-202211339349310116-13366"": ""63,200"", ""G-232888152-202331359349303108-14880"": ""56,700"", ""G-232888152-202441359349309439-14610"": ""29,050"", ""G-232888152-202511349349313096-16381"": ""64,000"", ""G-232888152-202621329349306657-18905"": ""306,100"", ""G-237825575-202011979349306246-5481"": ""6,500"", ""G-237825575-202121459349300307-9411"": ""7,750"", ""G-237825575-202231339349309863-8571"": ""131,000"", ""G-237825575-202311359349313966-10305"": ""5,750"", ""G-237825575-202431429349301368-10514"": ""5,250"", ""G-237825575-202601289349302480-15381"": ""26,500"", ""G-510198509-202133149349300708-1610"": ""1,309,640"", ""G-510198509-202233189349313898-1460"": ""1,080,000"", ""G-510198509-202400469349300305-1801"": ""170,000"", ""G-510198509-202412739349300401-1647"": ""125,000"", ""G-510198509-202523189349301347-1539"": ""790,000""}","Separate route subtotal within the identified filed cash-grant pool only. A zero is an empty route subset of an otherwise nonempty observed pool, not proof of no funding. DAF-sponsor status does not identify an adviser or establish each grant’s fund type.",USD,,,G-205205488-202003199349301770-3105;G-205205488-202223199349318287-2888;G-205205488-202543149349305759-2505;G-232888152-202211339349310116-13366;G-232888152-202331359349303108-14880;G-232888152-202441359349309439-14610;G-232888152-202511349349313096-16381;G-232888152-202621329349306657-18905;G-237825575-202011979349306246-5481;G-237825575-202121459349300307-9411;G-237825575-202231339349309863-8571;G-237825575-202311359349313966-10305;G-237825575-202431429349301368-10514;G-237825575-202601289349302480-15381;G-510198509-202133149349300708-1610;G-510198509-202233189349313898-1460;G-510198509-202400469349300305-1801;G-510198509-202412739349300401-1647;G-510198509-202523189349301347-1539,direct_institution_cash_grants,empty_subset,PCF,,,,,,,KEEP
DD-PROGRESS,,https://projects.propublica.org/nonprofits/api/v2/organizations/853963084.json,2026-09-14,"{""ID-PROGRESS"": ""{\""name\"":\""Chamber Of Progress\"",\""ein\"":853963084,\""subsection_code\"":6,\""ruling_date\"":\""2021-08-01\""}""}","Separate route subtotal within the identified filed cash-grant pool only. A zero is an empty route subset of an otherwise nonempty observed pool, not proof of no funding. DAF-sponsor status does not identify an adviser or establish each grant’s fund type.",USD,,,ID-PROGRESS,direct_institution_cash_grants,unavailable,PROGRESS,,,,,,,OPEN
DD-SAIF,1100000,https://projects.propublica.org/nonprofits/full_text/202641359349102829/IRS990PF,2026-09-14,"{""G-461008520-202641359349102829-248"": ""100,000"", ""G-461008520-202641359349102829-249"": ""1,000,000""}","Separate route subtotal within the identified filed cash-grant pool only. A zero is an empty route subset of an otherwise nonempty observed pool, not proof of no funding. DAF-sponsor status does not identify an adviser or establish each grant’s fund type.",USD,,,G-461008520-202641359349102829-248;G-461008520-202641359349102829-249,direct_institution_cash_grants,sum,SAIF,,,,,,,KEEP
DD-TECHFREEDOM,1065000,https://projects.propublica.org/nonprofits/full_text/202343009349300919/IRS990ScheduleI,2026-09-14,"{""G-271716101-202343009349300919-18"": ""450,000"", ""G-271716101-202442499349300104-26"": ""250,000"", ""G-271716101-202543119349300534-28"": ""365,000""}","Separate route subtotal within the identified filed cash-grant pool only. A zero is an empty route subset of an otherwise nonempty observed pool, not proof of no funding. DAF-sponsor status does not identify an adviser or establish each grant’s fund type.",USD,,,G-271716101-202343009349300919-18;G-271716101-202442499349300104-26;G-271716101-202543119349300534-28,direct_institution_cash_grants,sum,TECHFREEDOM,,,,,,,KEEP
DN-AIPI,,https://theaipi.org/donate/,2026-09-14,"{""ID-AIPI"": ""We’re a donor-supported 501(c)(3) non-profit.""}","Separate route subtotal within the identified filed cash-grant pool only. A zero is an empty route subset of an otherwise nonempty observed pool, not proof of no funding. DAF-sponsor status does not identify an adviser or establish each grant’s fund type.",USD,,,ID-AIPI,DAF_sponsor_routed_cash_grants,unavailable,AIPI,,,,,,,OPEN
DN-AIPN,,https://projects.propublica.org/nonprofits/api/v2/organizations/994513850.json,2026-09-14,"{""ID-AIPN"": ""{\""name\"":\""Ai Policy Network Inc\"",\""ein\"":994513850,\""subsection_code\"":4,\""ruling_date\"":\""2025-09-01\""}""}","Separate route subtotal within the identified filed cash-grant pool only. A zero is an empty route subset of an otherwise nonempty observed pool, not proof of no funding. DAF-sponsor status does not identify an adviser or establish each grant’s fund type.",USD,,,ID-AIPN,DAF_sponsor_routed_cash_grants,unavailable,AIPN,,,,,,,OPEN
DN-ARI,0,https://projects.propublica.org/nonprofits/full_text/202513209349301211/IRS990ScheduleI,2026-09-14,"{""G-812644663-202513209349301211-3"": ""2,948,728""}","Separate route subtotal within the identified filed cash-grant pool only. A zero is an empty route subset of an otherwise nonempty observed pool, not proof of no funding. DAF-sponsor status does not identify an adviser or establish each grant’s fund type.",USD,,,G-812644663-202513209349301211-3,DAF_sponsor_routed_cash_grants,empty_subset,ARI,,,,,,,KEEP
DN-CAIS,4026240,https://projects.propublica.org/nonprofits/full_text/202413129349304911/IRS990ScheduleI,2026-09-14,"{""G-205205488-202413129349304911-518"": ""1,455,200"", ""G-205205488-202543149349305759-540"": ""1,050,540"", ""G-232888152-202511349349313096-3426"": ""216,000"", ""G-232888152-202621329349306657-3987"": ""1,082,500"", ""G-237825575-202431429349301368-2229"": ""222,000""}","Separate route subtotal within the identified filed cash-grant pool only. A zero is an empty route subset of an otherwise nonempty observed pool, not proof of no funding. DAF-sponsor status does not identify an adviser or establish each grant’s fund type.",USD,,,G-205205488-202413129349304911-518;G-205205488-202543149349305759-540;G-232888152-202511349349313096-3426;G-232888152-202621329349306657-3987;G-237825575-202431429349301368-2229,DAF_sponsor_routed_cash_grants,sum,CAIS,,,,,,,KEEP
DN-CAISAF,,https://projects.propublica.org/nonprofits/api/v2/organizations/932442608.json,2026-09-14,"{""ID-CAISAF"": ""{\""name\"":\""Center For Ai Safety Action Fund Inc\"",\""ein\"":932442608,\""subsection_code\"":4,\""ruling_date\"":\""2023-10-01\""}""}","Separate route subtotal within the identified filed cash-grant pool only. A zero is an empty route subset of an otherwise nonempty observed pool, not proof of no funding. DAF-sponsor status does not identify an adviser or establish each grant’s fund type.",USD,,,ID-CAISAF,DAF_sponsor_routed_cash_grants,unavailable,CAISAF,,,,,,,OPEN
DN-CONTROL,,https://find-and-update.company-information.service.gov.uk/company/15088415,2026-09-14,"{""ID-CONTROL"": ""Private Limited Company by guarantee without share capital use of 'Limited' exemption""}","Separate route subtotal within the identified filed cash-grant pool only. A zero is an empty route subset of an otherwise nonempty observed pool, not proof of no funding. DAF-sponsor status does not identify an adviser or establish each grant’s fund type.",USD,,,ID-CONTROL,DAF_sponsor_routed_cash_grants,unavailable,CONTROL,,,,,,,OPEN
DN-CRI,700000,https://projects.propublica.org/nonprofits/full_text/202621329349306657/IRS990ScheduleI,2026-09-14,"{""G-232888152-202621329349306657-4078"": ""700,000""}","Separate route subtotal within the identified filed cash-grant pool only. A zero is an empty route subset of an otherwise nonempty observed pool, not proof of no funding. DAF-sponsor status does not identify an adviser or establish each grant’s fund type.",USD,,,G-232888152-202621329349306657-4078,DAF_sponsor_routed_cash_grants,sum,CRI,,,,,,,KEEP
DN-ENCODE,,https://encodeai.org/privacy-policy/,2026-09-14,"{""ID-ENCODE"": ""Encode AI Corporation, a 501(c)(4) social welfare organization""}","Separate route subtotal within the identified filed cash-grant pool only. A zero is an empty route subset of an otherwise nonempty observed pool, not proof of no funding. DAF-sponsor status does not identify an adviser or establish each grant’s fund type.",USD,,,ID-ENCODE,DAF_sponsor_routed_cash_grants,unavailable,ENCODE,,,,,,,OPEN
DN-ENCODER,,https://projects.propublica.org/nonprofits/api/v2/organizations/333199430.json,2026-09-14,"{""ID-ENCODER"": ""{\""name\"":\""Encode Research Foundation\"",\""ein\"":333199430,\""subsection_code\"":3,\""ruling_date\"":\""2025-06-01\""}""}","Separate route subtotal within the identified filed cash-grant pool only. A zero is an empty route subset of an otherwise nonempty observed pool, not proof of no funding. DAF-sponsor status does not identify an adviser or establish each grant’s fund type.",USD,,,ID-ENCODER,DAF_sponsor_routed_cash_grants,unavailable,ENCODER,,,,,,,OPEN
DN-FAS,2329300,https://projects.propublica.org/nonprofits/full_text/202103199349327615/IRS990ScheduleI,2026-09-14,"{""G-205205488-202103199349327615-597"": ""375,000"", ""G-205205488-202223199349318287-546"": ""395,000"", ""G-205205488-202333189349318948-1092"": ""312,000"", ""G-205205488-202413129349304911-1022"": ""200,500"", ""G-205205488-202543149349305759-1077"": ""333,000"", ""G-232888152-202621329349306657-8176"": ""70,000"", ""G-237825575-202311359349313966-4458"": ""310,000"", ""G-237825575-202431429349301368-4513"": ""298,800"", ""G-237825575-202511339349301311-5539"": ""25,000"", ""G-237825575-202601289349302480-6636"": ""10,000""}","Separate route subtotal within the identified filed cash-grant pool only. A zero is an empty route subset of an otherwise nonempty observed pool, not proof of no funding. DAF-sponsor status does not identify an adviser or establish each grant’s fund type.",USD,,,G-205205488-202103199349327615-597;G-205205488-202223199349318287-546;G-205205488-202333189349318948-1092;G-205205488-202413129349304911-1022;G-205205488-202543149349305759-1077;G-232888152-202621329349306657-8176;G-237825575-202311359349313966-4458;G-237825575-202431429349301368-4513;G-237825575-202511339349301311-5539;G-237825575-202601289349302480-6636,DAF_sponsor_routed_cash_grants,sum,FAS,,,,,,,KEEP
DN-FLI,556200,https://projects.propublica.org/nonprofits/full_text/202003199349301770/IRS990ScheduleI,2026-09-14,"{""G-205205488-202003199349301770-651"": ""230,000"", ""G-205205488-202103199349327615-665"": ""309,000"", ""G-205205488-202223199349318287-2610"": ""17,200""}","Separate route subtotal within the identified filed cash-grant pool only. A zero is an empty route subset of an otherwise nonempty observed pool, not proof of no funding. DAF-sponsor status does not identify an adviser or establish each grant’s fund type.",USD,,,G-205205488-202003199349301770-651;G-205205488-202103199349327615-665;G-205205488-202223199349318287-2610,DAF_sponsor_routed_cash_grants,sum,FLI,,,,,,,KEEP
DN-HORIZON,21596240,https://projects.propublica.org/nonprofits/full_text/202333189349318948/IRS990ScheduleI,2026-09-14,"{""G-205205488-202333189349318948-1516"": ""6,451,344"", ""G-232888152-202511349349313096-10008"": ""3,398,603"", ""G-232888152-202621329349306657-11582"": ""4,219,061"", ""G-237825575-202511339349301311-7801"": ""7,527,232""}","Separate route subtotal within the identified filed cash-grant pool only. A zero is an empty route subset of an otherwise nonempty observed pool, not proof of no funding. DAF-sponsor status does not identify an adviser or establish each grant’s fund type.",USD,,,G-205205488-202333189349318948-1516;G-232888152-202511349349313096-10008;G-232888152-202621329349306657-11582;G-237825575-202511339349301311-7801,DAF_sponsor_routed_cash_grants,sum,HORIZON,,,,,,,KEEP
DN-IAPS,,https://projects.propublica.org/nonprofits/api/v2/organizations/320839313.json,2026-09-14,"{""ID-IAPS"": ""{\""name\"":\""Institute For Ai Policy And Strateg Y Inc\"",\""ein\"":320839313,\""subsection_code\"":3,\""ruling_date\"":\""2026-04-01\""}""}","Separate route subtotal within the identified filed cash-grant pool only. A zero is an empty route subset of an otherwise nonempty observed pool, not proof of no funding. DAF-sponsor status does not identify an adviser or establish each grant’s fund type.",USD,,,ID-IAPS,DAF_sponsor_routed_cash_grants,unavailable,IAPS,,,,,,,OPEN
DN-ITIF,276500,https://projects.propublica.org/nonprofits/full_text/202211339349310116/IRS990ScheduleI,2026-09-14,"{""G-232888152-202211339349310116-8530"": ""13,200"", ""G-232888152-202331359349303108-9468"": ""30,000"", ""G-237825575-202011979349306246-3394"": ""227,550"", ""G-237825575-202311359349313966-6461"": ""5,750""}","Separate route subtotal within the identified filed cash-grant pool only. A zero is an empty route subset of an otherwise nonempty observed pool, not proof of no funding. DAF-sponsor status does not identify an adviser or establish each grant’s fund type.",USD,,,G-232888152-202211339349310116-8530;G-232888152-202331359349303108-9468;G-237825575-202011979349306246-3394;G-237825575-202311359349313966-6461,DAF_sponsor_routed_cash_grants,sum,ITIF,,,,,,,KEEP
DN-NETCHOICE,,https://projects.propublica.org/nonprofits/api/v2/organizations/271716101.json,2026-09-14,"{""ID-NETCHOICE"": ""{\""name\"":\""Netchoice\"",\""ein\"":271716101,\""subsection_code\"":6,\""ruling_date\"":\""2018-04-01\""}""}","Separate route subtotal within the identified filed cash-grant pool only. A zero is an empty route subset of an otherwise nonempty observed pool, not proof of no funding. DAF-sponsor status does not identify an adviser or establish each grant’s fund type.",USD,,,ID-NETCHOICE,DAF_sponsor_routed_cash_grants,unavailable,NETCHOICE,,,,,,,OPEN
