row_id,amount,source_url,snapshot_date,verbatim_quote_from_source,note,funder,money_type,object_id,period_end,period_start,unit
SEARCH-202211339349310116,19500,https://projects.propublica.org/nonprofits/full_text/202211339349310116/IRS990ScheduleI,2026-09-14,Vanguard Charitable Endowment Program | 07-01-2020 | 06-30-2021,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Vanguard,source_row_count,202211339349310116,2021-06-30,2020-07-01,rows
SEARCH-202521499349300917,1,https://projects.propublica.org/nonprofits/full_text/202521499349300917/IRS990ScheduleI,2026-09-14,PUBLIC CITIZEN INC | 10-01-2023 | 09-30-2024,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Public Citizen,source_row_count,202521499349300917,2024-09-30,2023-10-01,rows
SEARCH-202421509349300817,1,https://projects.propublica.org/nonprofits/full_text/202421509349300817/IRS990ScheduleI,2026-09-14,PUBLIC CITIZEN INC | 10-01-2022 | 09-30-2023,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Public Citizen,source_row_count,202421509349300817,2023-09-30,2022-10-01,rows
SEARCH-202310729349300121,4,https://projects.propublica.org/nonprofits/full_text/202310729349300121/IRS990ScheduleI,2026-09-14,PUBLIC CITIZEN INC | 10-01-2021 | 09-30-2022,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Public Citizen,source_row_count,202310729349300121,2022-09-30,2021-10-01,rows
SEARCH-202230479349301103,5,https://projects.propublica.org/nonprofits/full_text/202230479349301103/IRS990ScheduleI,2026-09-14,PUBLIC CITIZEN INC | 10-01-2020 | 09-30-2021,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Public Citizen,source_row_count,202230479349301103,2021-09-30,2020-10-01,rows
SEARCH-202110359349300641,8,https://projects.propublica.org/nonprofits/full_text/202110359349300641/IRS990ScheduleI,2026-09-14,PUBLIC CITIZEN INC | 10-01-2019 | 09-30-2020,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Public Citizen,source_row_count,202110359349300641,2020-09-30,2019-10-01,rows
SEARCH-202030429349300848,5,https://projects.propublica.org/nonprofits/full_text/202030429349300848/IRS990ScheduleI,2026-09-14,PUBLIC CITIZEN INC | 10-01-2018 | 09-30-2019,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Public Citizen,source_row_count,202030429349300848,2019-09-30,2018-10-01,rows
SEARCH-202501349349313450,3,https://projects.propublica.org/nonprofits/full_text/202501349349313450/IRS990ScheduleI,2026-09-14,FEDERATION OF AMERICAN SCIENTISTS | 07-01-2023 | 06-30-2024,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Federation of American Scientists,source_row_count,202501349349313450,2024-06-30,2023-07-01,rows
SEARCH-202601289349302480,22258,https://projects.propublica.org/nonprofits/full_text/202601289349302480/IRS990ScheduleI,2026-09-14,NATIONAL PHILANTHROPIC TRUST | 07-01-2024 | 06-30-2025,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,NPT,source_row_count,202601289349302480,2025-06-30,2024-07-01,rows
SEARCH-202511339349301311,18583,https://projects.propublica.org/nonprofits/full_text/202511339349301311/IRS990ScheduleI,2026-09-14,NATIONAL PHILANTHROPIC TRUST | 07-01-2023 | 06-30-2024,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,NPT,source_row_count,202511339349301311,2024-06-30,2023-07-01,rows
SEARCH-202431429349301368,15498,https://projects.propublica.org/nonprofits/full_text/202431429349301368/IRS990ScheduleI,2026-09-14,NATIONAL PHILANTHROPIC TRUST | 07-01-2022 | 06-30-2023,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,NPT,source_row_count,202431429349301368,2023-06-30,2022-07-01,rows
SEARCH-202311359349313966,14979,https://projects.propublica.org/nonprofits/full_text/202311359349313966/IRS990ScheduleI,2026-09-14,NATIONAL PHILANTHROPIC TRUST | 07-01-2021 | 06-30-2022,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,NPT,source_row_count,202311359349313966,2022-06-30,2021-07-01,rows
SEARCH-202231339349309863,12485,https://projects.propublica.org/nonprofits/full_text/202231339349309863/IRS990ScheduleI,2026-09-14,NATIONAL PHILANTHROPIC TRUST | 07-01-2020 | 06-30-2021,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,NPT,source_row_count,202231339349309863,2021-06-30,2020-07-01,rows
SEARCH-202121459349300307,10781,https://projects.propublica.org/nonprofits/full_text/202121459349300307/IRS990ScheduleI,2026-09-14,NATIONAL PHILANTHROPIC TRUST | 07-01-2019 | 06-30-2020,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,NPT,source_row_count,202121459349300307,2020-06-30,2019-07-01,rows
SEARCH-202011979349306246,8053,https://projects.propublica.org/nonprofits/full_text/202011979349306246/IRS990ScheduleI,2026-09-14,NATIONAL PHILANTHROPIC TRUST | 07-01-2018 | 06-30-2019,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,NPT,source_row_count,202011979349306246,2019-06-30,2018-07-01,rows
SEARCH-202543119349300534,30,https://projects.propublica.org/nonprofits/full_text/202543119349300534/IRS990ScheduleI,2026-09-14,NetChoice | 01-01-2024 | 12-31-2024,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,NetChoice,source_row_count,202543119349300534,2024-12-31,2024-01-01,rows
SEARCH-202442499349300104,28,https://projects.propublica.org/nonprofits/full_text/202442499349300104/IRS990ScheduleI,2026-09-14,NetChoice | 01-01-2023 | 12-31-2023,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,NetChoice,source_row_count,202442499349300104,2023-12-31,2023-01-01,rows
SEARCH-202343009349300919,18,https://projects.propublica.org/nonprofits/full_text/202343009349300919/IRS990ScheduleI,2026-09-14,NetChoice | 01-01-2022 | 12-31-2022,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,NetChoice,source_row_count,202343009349300919,2022-12-31,2022-01-01,rows
SEARCH-202202769349300805,22,https://projects.propublica.org/nonprofits/full_text/202202769349300805/IRS990ScheduleI,2026-09-14,NetChoice | 01-01-2021 | 12-31-2021,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,NetChoice,source_row_count,202202769349300805,2021-12-31,2021-01-01,rows
SEARCH-202133169349311818,5,https://projects.propublica.org/nonprofits/full_text/202133169349311818/IRS990ScheduleI,2026-09-14,NetChoice | 01-01-2020 | 12-31-2020,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,NetChoice,source_row_count,202133169349311818,2020-12-31,2020-01-01,rows
SEARCH-202641359349102829,565,https://projects.propublica.org/nonprofits/full_text/202641359349102829/IRS990PF,2026-09-14,GOOD VENTURES FOUNDATION | 07-01-2024 | 06-30-2025,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Good Ventures,source_row_count,202641359349102829,2025-06-30,2024-07-01,rows
SEARCH-202501349349105365,493,https://projects.propublica.org/nonprofits/full_text/202501349349105365/IRS990PF,2026-09-14,GOOD VENTURES FOUNDATION | 07-01-2023 | 06-30-2024,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Good Ventures,source_row_count,202501349349105365,2024-06-30,2023-07-01,rows
SEARCH-202441369349105564,464,https://projects.propublica.org/nonprofits/full_text/202441369349105564/IRS990PF,2026-09-14,GOOD VENTURES FOUNDATION | 07-01-2022 | 06-30-2023,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Good Ventures,source_row_count,202441369349105564,2023-06-30,2022-07-01,rows
SEARCH-202341359349105939,315,https://projects.propublica.org/nonprofits/full_text/202341359349105939/IRS990PF,2026-09-14,GOOD VENTURES FOUNDATION | 07-01-2021 | 06-30-2022,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Good Ventures,source_row_count,202341359349105939,2022-06-30,2021-07-01,rows
SEARCH-202231329349104238,152,https://projects.propublica.org/nonprofits/full_text/202231329349104238/IRS990PF,2026-09-14,GOOD VENTURES FOUNDATION | 07-01-2020 | 06-30-2021,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Good Ventures,source_row_count,202231329349104238,2021-06-30,2020-07-01,rows
SEARCH-202121349349102747,108,https://projects.propublica.org/nonprofits/full_text/202121349349102747/IRS990PF,2026-09-14,GOOD VENTURES FOUNDATION | 07-01-2019 | 06-30-2020,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Good Ventures,source_row_count,202121349349102747,2020-06-30,2019-07-01,rows
SEARCH-202001369349101650,74,https://projects.propublica.org/nonprofits/full_text/202001369349101650/IRS990PF,2026-09-14,GOOD VENTURES FOUNDATION | 07-01-2018 | 06-30-2019,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Good Ventures,source_row_count,202001369349101650,2019-06-30,2018-07-01,rows
SEARCH-202523119349303667,12,https://projects.propublica.org/nonprofits/full_text/202523119349303667/IRS990ScheduleI,2026-09-14,FUTURE OF LIFE INSTITUTE | 01-01-2024 | 12-31-2024,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Future of Life Institute,source_row_count,202523119349303667,2024-12-31,2024-01-01,rows
SEARCH-202521139349301937,4,https://projects.propublica.org/nonprofits/full_text/202521139349301937/IRS990ScheduleI,2026-09-14,FUTURE OF LIFE INSTITUTE | 01-01-2023 | 12-31-2023,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Future of Life Institute,source_row_count,202521139349301937,2023-12-31,2023-01-01,rows
SEARCH-202510309349301606,5,https://projects.propublica.org/nonprofits/full_text/202510309349301606/IRS990ScheduleI,2026-09-14,FUTURE OF LIFE INSTITUTE | 01-01-2022 | 12-31-2022,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Future of Life Institute,source_row_count,202510309349301606,2022-12-31,2022-01-01,rows
SEARCH-202400669349300240,3,https://projects.propublica.org/nonprofits/full_text/202400669349300240/IRS990ScheduleI,2026-09-14,FUTURE OF LIFE INSTITUTE | 01-01-2021 | 12-31-2021,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Future of Life Institute,source_row_count,202400669349300240,2021-12-31,2021-01-01,rows
SEARCH-202123199349312107,2,https://projects.propublica.org/nonprofits/full_text/202123199349312107/IRS990ScheduleI,2026-09-14,Future of Life Institute | 01-01-2020 | 12-31-2020,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Future of Life Institute,source_row_count,202123199349312107,2020-12-31,2020-01-01,rows
SEARCH-202043219349312049,7,https://projects.propublica.org/nonprofits/full_text/202043219349312049/IRS990ScheduleI,2026-09-14,FUTURE OF LIFE INSTITUTE | 01-01-2019 | 12-31-2019,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Future of Life Institute,source_row_count,202043219349312049,2019-12-31,2019-01-01,rows
SEARCH-202523189349301347,2110,https://projects.propublica.org/nonprofits/full_text/202523189349301347/IRS990ScheduleI,2026-09-14,TIDES FOUNDATION | 01-01-2024 | 12-31-2024,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Tides,source_row_count,202523189349301347,2024-12-31,2024-01-01,rows
SEARCH-202412739349300401,2302,https://projects.propublica.org/nonprofits/full_text/202412739349300401/IRS990ScheduleI,2026-09-14,TIDES FOUNDATION | 01-01-2023 | 12-31-2023,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Tides,source_row_count,202412739349300401,2023-12-31,2023-01-01,rows
SEARCH-202400469349300305,2495,https://projects.propublica.org/nonprofits/full_text/202400469349300305/IRS990ScheduleI,2026-09-14,TIDES FOUNDATION | 01-01-2022 | 12-31-2022,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Tides,source_row_count,202400469349300305,2022-12-31,2022-01-01,rows
SEARCH-202233189349313898,2060,https://projects.propublica.org/nonprofits/full_text/202233189349313898/IRS990ScheduleI,2026-09-14,TIDES FOUNDATION | 01-01-2021 | 12-31-2021,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Tides,source_row_count,202233189349313898,2021-12-31,2021-01-01,rows
SEARCH-202133149349300708,2265,https://projects.propublica.org/nonprofits/full_text/202133149349300708/IRS990ScheduleI,2026-09-14,TIDES FOUNDATION | 01-01-2020 | 12-31-2020,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Tides,source_row_count,202133149349300708,2020-12-31,2020-01-01,rows
SEARCH-202043149349304239,1458,https://projects.propublica.org/nonprofits/full_text/202043149349304239/IRS990ScheduleI,2026-09-14,TIDES FOUNDATION | 01-01-2019 | 12-31-2019,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Tides,source_row_count,202043149349304239,2019-12-31,2019-01-01,rows
SEARCH-202521499349301107,20,https://projects.propublica.org/nonprofits/full_text/202521499349301107/IRS990ScheduleI,2026-09-14,PUBLIC CITIZEN FOUNDATION INC | 10-01-2023 | 09-30-2024,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Public Citizen Foundation,source_row_count,202521499349301107,2024-09-30,2023-10-01,rows
SEARCH-202401509349301550,29,https://projects.propublica.org/nonprofits/full_text/202401509349301550/IRS990ScheduleI,2026-09-14,PUBLIC CITIZEN FOUNDATION INC | 10-01-2022 | 09-30-2023,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Public Citizen Foundation,source_row_count,202401509349301550,2023-09-30,2022-10-01,rows
SEARCH-202340729349300124,14,https://projects.propublica.org/nonprofits/full_text/202340729349300124/IRS990ScheduleI,2026-09-14,PUBLIC CITIZEN FOUNDATION INC | 10-01-2021 | 09-30-2022,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Public Citizen Foundation,source_row_count,202340729349300124,2022-09-30,2021-10-01,rows
SEARCH-202200479349301300,23,https://projects.propublica.org/nonprofits/full_text/202200479349301300/IRS990ScheduleI,2026-09-14,PUBLIC CITIZEN FOUNDATION INC | 10-01-2020 | 09-30-2021,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Public Citizen Foundation,source_row_count,202200479349301300,2021-09-30,2020-10-01,rows
SEARCH-202110359349300226,11,https://projects.propublica.org/nonprofits/full_text/202110359349300226/IRS990ScheduleI,2026-09-14,PUBLIC CITIZEN FOUNDATION INC | 10-01-2019 | 09-30-2020,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Public Citizen Foundation,source_row_count,202110359349300226,2020-09-30,2019-10-01,rows
SEARCH-202000429349301210,8,https://projects.propublica.org/nonprofits/full_text/202000429349301210/IRS990ScheduleI,2026-09-14,PUBLIC CITIZEN FOUNDATION INC | 10-01-2018 | 09-30-2019,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Public Citizen Foundation,source_row_count,202000429349301210,2019-09-30,2018-10-01,rows
SEARCH-202013189349305961,0,https://projects.propublica.org/nonprofits/full_text/202013189349305961/IRS990ScheduleI,2026-09-14,OPEN PHILANTHROPY PROJECT | 01-01-2019 | 12-31-2019,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Coefficient Research,source_row_count,202013189349305961,2019-12-31,2019-01-01,rows
SEARCH-202513209349301211,29,https://projects.propublica.org/nonprofits/full_text/202513209349301211/IRS990ScheduleI,2026-09-14,OPEN PHILANTHROPY ACTION FUND | 01-01-2024 | 12-31-2024,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Coefficient Action Fund,source_row_count,202513209349301211,2024-12-31,2024-01-01,rows
SEARCH-202403209349313635,38,https://projects.propublica.org/nonprofits/full_text/202403209349313635/IRS990ScheduleI,2026-09-14,OPEN PHILANTHROPY ACTION FUND | 01-01-2023 | 12-31-2023,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Coefficient Action Fund,source_row_count,202403209349313635,2023-12-31,2023-01-01,rows
SEARCH-202303199349323610,31,https://projects.propublica.org/nonprofits/full_text/202303199349323610/IRS990ScheduleI,2026-09-14,OPEN PHILANTHROPY ACTION FUND | 01-01-2022 | 12-31-2022,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Coefficient Action Fund,source_row_count,202303199349323610,2022-12-31,2022-01-01,rows
SEARCH-202213199349311656,24,https://projects.propublica.org/nonprofits/full_text/202213199349311656/IRS990ScheduleI,2026-09-14,OPEN PHILANTHROPY ACTION FUND | 01-01-2021 | 12-31-2021,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Coefficient Action Fund,source_row_count,202213199349311656,2021-12-31,2021-01-01,rows
SEARCH-202123169349311342,21,https://projects.propublica.org/nonprofits/full_text/202123169349311342/IRS990ScheduleI,2026-09-14,OPEN PHILANTHROPY ACTION FUND | 01-01-2020 | 12-31-2020,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Coefficient Action Fund,source_row_count,202123169349311342,2020-12-31,2020-01-01,rows
SEARCH-202033189349305478,25,https://projects.propublica.org/nonprofits/full_text/202033189349305478/IRS990ScheduleI,2026-09-14,OPEN PHILANTHROPY ACTION FUND | 01-01-2019 | 12-31-2019,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Coefficient Action Fund,source_row_count,202033189349305478,2019-12-31,2019-01-01,rows
SEARCH-202533119349300333,5,https://projects.propublica.org/nonprofits/full_text/202533119349300333/IRS990ScheduleI,2026-09-14,CHAMBER OF PROGRESS | 01-01-2024 | 12-31-2024,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Chamber of Progress,source_row_count,202533119349300333,2024-12-31,2024-01-01,rows
SEARCH-202403169349302270,4,https://projects.propublica.org/nonprofits/full_text/202403169349302270/IRS990ScheduleI,2026-09-14,CHAMBER OF PROGRESS | 01-01-2023 | 12-31-2023,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Chamber of Progress,source_row_count,202403169349302270,2023-12-31,2023-01-01,rows
SEARCH-202313189349302976,2,https://projects.propublica.org/nonprofits/full_text/202313189349302976/IRS990ScheduleI,2026-09-14,CHAMBER OF PROGRESS | 01-01-2022 | 12-31-2022,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Chamber of Progress,source_row_count,202313189349302976,2022-12-31,2022-01-01,rows
SEARCH-202211299349302626,1,https://projects.propublica.org/nonprofits/full_text/202211299349302626/IRS990ScheduleI,2026-09-14,CHAMBER OF PROGRESS | 01-01-2021 | 12-31-2021,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Chamber of Progress,source_row_count,202211299349302626,2021-12-31,2021-01-01,rows
SEARCH-202233199349325313,2,https://projects.propublica.org/nonprofits/full_text/202233199349325313/IRS990ScheduleI,2026-09-14,BUILDING A STRONGER FUTURE INC | 01-01-2021 | 12-31-2021,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Building a Stronger Future,source_row_count,202233199349325313,2021-12-31,2021-01-01,rows
SEARCH-202523109349304082,2,https://projects.propublica.org/nonprofits/full_text/202523109349304082/IRS990ScheduleI,2026-09-14,HORIZON INSTITUTE FOR PUBLIC SERVICE | 01-01-2024 | 12-31-2024,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Horizon Institute for Public Service,source_row_count,202523109349304082,2024-12-31,2024-01-01,rows
SEARCH-202441209349301334,7,https://projects.propublica.org/nonprofits/full_text/202441209349301334/IRS990ScheduleI,2026-09-14,HORIZON INSTITUTE FOR PUBLIC SERVICE | 01-01-2023 | 12-31-2023,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Horizon Institute for Public Service,source_row_count,202441209349301334,2023-12-31,2023-01-01,rows
SEARCH-202503209349302505,1,https://projects.propublica.org/nonprofits/full_text/202503209349302505/IRS990ScheduleI,2026-09-14,CENTER FOR RESPONSIBLE INNOVATION LTD | 01-10-2024 | 12-31-2024,All domestic organization grant entries parsed and searched by the entity EIN and documented name aliases; foreign schedules and unnamed subgrants not inferred. Count is the number of parsed source rows.,Center for Responsible Innovation,source_row_count,202503209349302505,2024-12-31,2024-01-10,rows
