row_id,amount,source_url,snapshot_date,verbatim_quote_from_source,note,amount_field,api_url,client_id,client_name,client_self_select,currency,dt_posted,filing_type,filing_type_display,filing_uuid,issue_codes,issue_descriptions,money_type,org_id,period,quarter,registrant_id,registrant_name,selected,source_file,verdict
L-00dc500a-fb43-4587-bae4-eb022c45e744,30000.00,https://lda.gov/filings/public/filing/00dc500a-fb43-4587-bae4-eb022c45e744/print/,2026-09-14,"{""filing_uuid"":""00dc500a-fb43-4587-bae4-eb022c45e744"",""filing_type"":""Q1"",""filing_year"":2022,""filing_period"":""first_quarter"",""income"":""30000.00"",""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",income,https://lda.gov/api/v1/filings/00dc500a-fb43-4587-bae4-eb022c45e744/,212217,META PLATFORMS INC.,,USD,2022-04-20T09:41:07-04:00,Q1,1st Quarter - Report,00dc500a-fb43-4587-bae4-eb022c45e744,CPI,"[""Issues related to social networks""]",lobbying_external_fees,Meta,2022,1,83717,STANTON PARK GROUP,yes,sources/lda-meta-platforms-2022-p1.json,KEEP
L-00dd432b-c498-459f-8967-36bf2c742c34,10000.00,https://lda.gov/filings/public/filing/00dd432b-c498-459f-8967-36bf2c742c34/print/,2026-09-14,"{""filing_uuid"":""00dd432b-c498-459f-8967-36bf2c742c34"",""filing_type"":""Q4"",""filing_year"":2021,""filing_period"":""fourth_quarter"",""income"":""10000.00"",""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",income,https://lda.gov/api/v1/filings/00dd432b-c498-459f-8967-36bf2c742c34/,206344,"META PLATFORMS, INC. (FKA FACEBOOK)",,USD,2022-01-20T12:26:14.327000-05:00,Q4,4th Quarter - Report,00dd432b-c498-459f-8967-36bf2c742c34,EDU,"[""Advocated for specific funding of computer science education.\nH.R. 3602\nS. 1394\nS. 1260""]",lobbying_external_fees,Meta,2021,4,401104048,HILLTOP ADVOCACY,yes,sources/lda-facebook-2021-p3.json,KEEP
L-00f5795d-7f8c-4b43-bef4-caf1e1445db7,90000.00,https://lda.gov/filings/public/filing/00f5795d-7f8c-4b43-bef4-caf1e1445db7/print/,2026-09-14,"{""filing_uuid"":""00f5795d-7f8c-4b43-bef4-caf1e1445db7"",""filing_type"":""Q4"",""filing_year"":2021,""filing_period"":""fourth_quarter"",""income"":""90000.00"",""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",income,https://lda.gov/api/v1/filings/00f5795d-7f8c-4b43-bef4-caf1e1445db7/,127063,MICROSOFT CORPORATION,,USD,2022-01-16T19:59:14.483000-05:00,Q4,4th Quarter - Report,00f5795d-7f8c-4b43-bef4-caf1e1445db7,COM;CPI;CPT;DEF;ENV;HOM;IMM;INT;LAW;LBR;TAX;TEC;TRD,"[""Issues related to government contracting; National Defense Authorization Act for Fiscal Year 2022 (PL 117-81), issues related to circuit board manufacturing."", ""Intellectual Property issues."", ""Cybersecurity and surveillance; International cyber norms; Facial recognition issues; S. 2407 - Cyber Incident Notification Act of 2021; S. 2875 - Cyber Incident Reporting Act of 20215; H.R. 5440 - Cyber Incident Reporting for Critical Infrastructure Act of 2021; National Defense Authorization Act for Fiscal Year 2022 (PL 117-81), issues related to cybersecurity; Infrastructure Investment and Jobs Act (PL 117-58), issues related to cybersecurity."", ""International law enforcement access to data issues; Surveillance and encryption issues; Issues related to export controls; Issues related to China."", ""S.1260 - United States Innovation and Competition Act of 2021; Issues related to next generation wireless technology; S. Con. Res. 14, issues related to broadband; H.R. 5376 - Build Back Better Act, issues related to broadband."", ""International law enforcement access to data issues; Surveillance and encryption issues; Issues related to export controls; Issues related to China; Issues related to sanctions and human rights."", ""Issues related to digital services tax; Infrastructure Investment and Jobs Act (PL 117-58), issues related to taxes; S. Con. Res. 14, issues related to taxes; H.R. 5376 - Build Back Better Act, issues related to taxes."", ""Law enforcement access to data; Facial recognition issues; Issues related to policing reform."", ""Issues related to competition in the technology sector; S. 673/H.R. 1735 - Journalism Competition and Preservation Act of 2021; H.R. 3849 - Augmenting Compatibility and Competition by Enabling Service Switching Act of 2021; H.R. 3826 - Platform Competition and Opportunity Act of 2021; S. 2992/H.R. 3816 - American Innovation and Choice Online Act; H.R. 3825 - Ending Platform Monopolies Act; S. 2710/H.R. 5017 - Open App Markets Act; S. 2434 - Local Journalism Sustainability Act."", ""Issues related to immigration; S. Con. Res. 14, issues related to immigration; H.R. 5376 - Build Back Better Act, issues related to immigration."", ""Issues related to high-speed broadband internet accessibility; Issues related to Internet regulation."", ""Issues related to sustainability; S. 1251 - Growing Climate Solutions Act."", ""Government innovation; Innovation in the technology sector; Government acquisition issues; Infrastructure Investment and Jobs Act (PL 117-58), issues related to broadband deployment and cybersecurity; S. Con. Res. 14, issues related to broadband deployment and cybersecurity; H.R. 5376 - Build Back Better Act, issues related to broadband deployment and cybersecurity.""]",lobbying_external_fees,Microsoft,2021,4,20744,TIBER CREEK GROUP,yes,sources/lda-microsoft-2021-p4.json,KEEP
L-011d4ba5-cd2a-4a6c-8a7d-871808e6222c,60000.00,https://lda.gov/filings/public/filing/011d4ba5-cd2a-4a6c-8a7d-871808e6222c/print/,2026-09-14,"{""filing_uuid"":""011d4ba5-cd2a-4a6c-8a7d-871808e6222c"",""filing_type"":""Q4"",""filing_year"":2023,""filing_period"":""fourth_quarter"",""income"":""60000.00"",""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",income,https://lda.gov/api/v1/filings/011d4ba5-cd2a-4a6c-8a7d-871808e6222c/,163139,"META PLATFORMS, INC.",,USD,2024-01-19T15:27:28-05:00,Q4,4th Quarter - Report,011d4ba5-cd2a-4a6c-8a7d-871808e6222c,TAX,"[""Issues related to international tax, H.R. 3938, Build It In America Act, and S. 866, American Innovation and Jobs Act.""]",lobbying_external_fees,Meta,2023,4,65976,"CAPITOL TAX PARTNERS, LLP",yes,sources/lda-meta-platforms-2023-p4.json,KEEP
L-0121a9c5-ae9a-468f-b4f0-5dff30f7f9ad,60000.00,https://lda.gov/filings/public/filing/0121a9c5-ae9a-468f-b4f0-5dff30f7f9ad/print/,2026-09-14,"{""filing_uuid"":""0121a9c5-ae9a-468f-b4f0-5dff30f7f9ad"",""filing_type"":""Q1"",""filing_year"":2019,""filing_period"":""first_quarter"",""income"":""60000.00"",""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",income,https://lda.gov/api/v1/filings/0121a9c5-ae9a-468f-b4f0-5dff30f7f9ad/,194794,GOOGLE INC.,False,USD,2019-04-22T21:26:27.273000-04:00,Q1,1st Quarter - Report,0121a9c5-ae9a-468f-b4f0-5dff30f7f9ad,CSP;HOM;IMM;TAX,"[""Monitor implementation of H.R.1 Tax Cuts and Jobs Act."", ""Privacy and data security issues\nGeneral online consumer protection issues\nOnline child safety protection issues\nMobile location privacy issues\nCybersecurity\nElectronic communications privacy\nData breach issues\nEmail Privacy Act"", ""Monitor various immigration proposals impacting highly skilled workers"", ""Cybersecurity""]",lobbying_external_fees,Google,2019,1,400740216,THE LUGAR GROUP (FKA LUGAR HELLMANN GROUP),yes,sources/lda-google-2019-p1.json,KEEP
L-013febae-c95b-4b9d-812c-490472a6d56b,60000.00,https://lda.gov/filings/public/filing/013febae-c95b-4b9d-812c-490472a6d56b/print/,2026-09-14,"{""filing_uuid"":""013febae-c95b-4b9d-812c-490472a6d56b"",""filing_type"":""Q4"",""filing_year"":2024,""filing_period"":""fourth_quarter"",""income"":""60000.00"",""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",income,https://lda.gov/api/v1/filings/013febae-c95b-4b9d-812c-490472a6d56b/,195365,META PLATFORMS INC (FORMERLY FACEBOOK INC & VARIOUS SUBSIDIARIES),False,USD,2025-01-21T19:17:11-05:00,Q4,4th Quarter - Report,013febae-c95b-4b9d-812c-490472a6d56b,CPI;INT;LAW;TEC,"[""Privacy; Online advertising and platform transparency; Disinformation; Artificial Intelligence; Small business."", ""Privacy; Online advertising and platform transparency; Disinformation; Artificial Intelligence."", ""Privacy; Online advertising and platform transparency; Disinformation; Artificial Intelligence."", ""Privacy; Online advertising and platform transparency; Disinformation; Artificial Intelligence.""]",lobbying_external_fees,Meta,2024,4,400797392,"STEWART STRATEGIES AND SOLUTIONS, LLC",yes,sources/lda-facebook-2024-p2.json,KEEP
L-0145308c-a546-4383-abb6-9f1c7642b9a4,30000.00,https://lda.gov/filings/public/filing/0145308c-a546-4383-abb6-9f1c7642b9a4/print/,2026-09-14,"{""filing_uuid"":""0145308c-a546-4383-abb6-9f1c7642b9a4"",""filing_type"":""Q2"",""filing_year"":2022,""filing_period"":""second_quarter"",""income"":""30000.00"",""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",income,https://lda.gov/api/v1/filings/0145308c-a546-4383-abb6-9f1c7642b9a4/,201059,META PLATFORMS INC (FKA FACEBOOK),,USD,2022-07-20T09:55:30-04:00,Q2,2nd Quarter - Report,0145308c-a546-4383-abb6-9f1c7642b9a4,CPI;INT,"[""Issues and discussions related to technology and the Internet including privacy, data security, research, online advertising and the proposed new regulations on the social media industry. S.2992. The Americans Innovation and Choice Online Act , sponsored by Senators Klobuchar and Grassley. S.299, the Safe Tech Act, introduced by Senators Warner, Klobuchar, and Hirono to amend Section 230 and deal with on-line issues of discrimination, targeted harassment and cyber stalking. Discussions regarding content transparency efforts and issues related to the Honest Ads Act S. 1356, which has yet to be introduced in this Congress."", ""Issues and discussions related to technology and the Internet including privacy, data security, research, online advertising and the proposed new regulations on the social media industry. S.2992. The Americans Innovation and Choice Online Act , sponsored by Senators Klobuchar and Grassley. S.299, the Safe Tech Act, introduced by Senators Warner, Klobuchar, and Hirono to amend Section 230 and deal with on-line issues of discrimination, targeted harassment and cyber stalking. Discussions regarding content transparency efforts and issues related to the Honest Ads Act S. 1356, which has yet to be introduced in this Congress.""]",lobbying_external_fees,Meta,2022,2,401104249,BLUE MOUNTAIN STRATEGIES,yes,sources/lda-facebook-2022-p1.json,KEEP
L-014a68ed-d419-4718-b358-f3da811bf0ac,50000.00,https://lda.gov/filings/public/filing/014a68ed-d419-4718-b358-f3da811bf0ac/print/,2026-09-14,"{""filing_uuid"":""014a68ed-d419-4718-b358-f3da811bf0ac"",""filing_type"":""Q1"",""filing_year"":2026,""filing_period"":""first_quarter"",""income"":""50000.00"",""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",income,https://lda.gov/api/v1/filings/014a68ed-d419-4718-b358-f3da811bf0ac/,198587,GOOGLE CLIENT SERVICES LLC,,USD,2026-04-18T14:45:07-04:00,Q1,1st Quarter - Report,014a68ed-d419-4718-b358-f3da811bf0ac,LBR;SCI,"[""Privacy, cybersecurity, Section 230, Artificial Intellegence"", ""Antitrust""]",lobbying_external_fees,Google,2026,1,401103327,OFF HILL STRATEGIES L.L.C.,yes,sources/lda-google-2026-p1.json,KEEP
L-014c0384-49fa-4940-ac81-7bf7f18d11ec,90000.00,https://lda.gov/filings/public/filing/014c0384-49fa-4940-ac81-7bf7f18d11ec/print/,2026-09-14,"{""filing_uuid"":""014c0384-49fa-4940-ac81-7bf7f18d11ec"",""filing_type"":""Q3"",""filing_year"":2023,""filing_period"":""third_quarter"",""income"":""90000.00"",""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",income,https://lda.gov/api/v1/filings/014c0384-49fa-4940-ac81-7bf7f18d11ec/,127063,MICROSOFT CORPORATION,,USD,2023-10-13T20:00:24-04:00,Q3,3rd Quarter - Report,014c0384-49fa-4940-ac81-7bf7f18d11ec,COM;CPI;HOM;LBR;TRD,"[""Government innovation; Innovation in the technology sector; Government acquisition issues; Issues related to artificial intelligence."", ""Issues related to cybersecurity; Issues related to cybersecurity workforce."", ""Issues related to satellite communications; H.R. 1338 - the Satellite and Telecommunications Streamlining Act."", ""Issues related to competition in the technology sector."", ""Issues related to trade barriers for video games.""]",lobbying_external_fees,Microsoft,2023,3,20744,TIBER CREEK GROUP,yes,sources/lda-microsoft-2023-p2.json,KEEP
L-01842fb2-fec7-4cde-8ca2-f89e88254cfe,30000.00,https://lda.gov/filings/public/filing/01842fb2-fec7-4cde-8ca2-f89e88254cfe/print/,2026-09-14,"{""filing_uuid"":""01842fb2-fec7-4cde-8ca2-f89e88254cfe"",""filing_type"":""Q1"",""filing_year"":2019,""filing_period"":""first_quarter"",""income"":""30000.00"",""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown. Client expressly names an intermediary; excluded from direct external-fee totals to avoid counting subcontracts twice.",income,https://lda.gov/api/v1/filings/01842fb2-fec7-4cde-8ca2-f89e88254cfe/,186714,"GOOGLE, INC. ON BEHALF OF X",,USD,2019-04-15T14:04:20.760000-04:00,Q1,1st Quarter - Report,01842fb2-fec7-4cde-8ca2-f89e88254cfe,TEC,"[""General information about issues related to privacy, artificial intelligence, data protection, competition and broadband technology.""]",lobbying_subcontractor_fees,,2019,1,320918,"KOUNTOUPES DENHAM CARR & REID, LLC",excluded_client,sources/lda-google-2019-p1.json,KEEP
