row_id,amount,source_url,snapshot_date,verbatim_quote_from_source,note,context,currency,field_name,filing_year,money_type,org_id,period_end,sign,source_file,verdict
UK-2025-233,5455883,https://find-and-update.company-information.service.gov.uk/company/15088415/filing-history/MzU0MDI5NDI2MmFkaXF6a2N4/document?format=xhtml&download=1,2026-09-14,"5,455,883","As filed in iXBRL; sign attribute preserved. Comparative amounts retain their own context date. Balance-sheet amount only, not annual revenue or donor funding. No currency conversion.",FY2.END,GBP,core:CurrentAssets,2025,UK_balance_sheet,CONTROL,2024-12-31,,sources/controlai-accounts-2025.xhtml,KEEP
UK-2025-240,94833,https://find-and-update.company-information.service.gov.uk/company/15088415/filing-history/MzU0MDI5NDI2MmFkaXF6a2N4/document?format=xhtml&download=1,2026-09-14,"94,833","As filed in iXBRL; sign attribute preserved. Comparative amounts retain their own context date. Balance-sheet amount only, not annual revenue or donor funding. No currency conversion.",FY1.END,GBP,core:PrepaymentsAccruedIncomeNotExpressedWithinCurrentAssetSubtotal,2025,UK_balance_sheet,CONTROL,2025-12-31,,sources/controlai-accounts-2025.xhtml,KEEP
UK-2025-243,20908,https://find-and-update.company-information.service.gov.uk/company/15088415/filing-history/MzU0MDI5NDI2MmFkaXF6a2N4/document?format=xhtml&download=1,2026-09-14,"20,908","As filed in iXBRL; sign attribute preserved. Comparative amounts retain their own context date. Balance-sheet amount only, not annual revenue or donor funding. No currency conversion.",FY2.END,GBP,core:PrepaymentsAccruedIncomeNotExpressedWithinCurrentAssetSubtotal,2025,UK_balance_sheet,CONTROL,2024-12-31,,sources/controlai-accounts-2025.xhtml,KEEP
UK-2025-250,85716,https://find-and-update.company-information.service.gov.uk/company/15088415/filing-history/MzU0MDI5NDI2MmFkaXF6a2N4/document?format=xhtml&download=1,2026-09-14,"85,716","As filed in iXBRL; sign attribute preserved. Comparative amounts retain their own context date. Balance-sheet amount only, not annual revenue or donor funding. No currency conversion.",FY1.END.segment.core-FinancialInstrumentCurrentNon-currentDimension.core-CurrentFinancialInstruments.core-MaturitiesOrExpirationPeriodsDimension.core-WithinOneYear,GBP,core:Creditors,2025,UK_balance_sheet,CONTROL,2025-12-31,,sources/controlai-accounts-2025.xhtml,KEEP
UK-2025-253,379994,https://find-and-update.company-information.service.gov.uk/company/15088415/filing-history/MzU0MDI5NDI2MmFkaXF6a2N4/document?format=xhtml&download=1,2026-09-14,"379,994","As filed in iXBRL; sign attribute preserved. Comparative amounts retain their own context date. Balance-sheet amount only, not annual revenue or donor funding. No currency conversion.",FY2.END.segment.core-FinancialInstrumentCurrentNon-currentDimension.core-CurrentFinancialInstruments.core-MaturitiesOrExpirationPeriodsDimension.core-WithinOneYear,GBP,core:Creditors,2025,UK_balance_sheet,CONTROL,2024-12-31,,sources/controlai-accounts-2025.xhtml,KEEP
UK-2025-260,7596594,https://find-and-update.company-information.service.gov.uk/company/15088415/filing-history/MzU0MDI5NDI2MmFkaXF6a2N4/document?format=xhtml&download=1,2026-09-14,"7,596,594","As filed in iXBRL; sign attribute preserved. Comparative amounts retain their own context date. Balance-sheet amount only, not annual revenue or donor funding. No currency conversion.",FY1.END,GBP,core:NetCurrentAssetsLiabilities,2025,UK_balance_sheet,CONTROL,2025-12-31,,sources/controlai-accounts-2025.xhtml,KEEP
UK-2025-263,5096797,https://find-and-update.company-information.service.gov.uk/company/15088415/filing-history/MzU0MDI5NDI2MmFkaXF6a2N4/document?format=xhtml&download=1,2026-09-14,"5,096,797","As filed in iXBRL; sign attribute preserved. Comparative amounts retain their own context date. Balance-sheet amount only, not annual revenue or donor funding. No currency conversion.",FY2.END,GBP,core:NetCurrentAssetsLiabilities,2025,UK_balance_sheet,CONTROL,2024-12-31,,sources/controlai-accounts-2025.xhtml,KEEP
UK-2025-270,7616813,https://find-and-update.company-information.service.gov.uk/company/15088415/filing-history/MzU0MDI5NDI2MmFkaXF6a2N4/document?format=xhtml&download=1,2026-09-14,"7,616,813","As filed in iXBRL; sign attribute preserved. Comparative amounts retain their own context date. Balance-sheet amount only, not annual revenue or donor funding. No currency conversion.",FY1.END,GBP,core:TotalAssetsLessCurrentLiabilities,2025,UK_balance_sheet,CONTROL,2025-12-31,,sources/controlai-accounts-2025.xhtml,KEEP
UK-2025-273,5126583,https://find-and-update.company-information.service.gov.uk/company/15088415/filing-history/MzU0MDI5NDI2MmFkaXF6a2N4/document?format=xhtml&download=1,2026-09-14,"5,126,583","As filed in iXBRL; sign attribute preserved. Comparative amounts retain their own context date. Balance-sheet amount only, not annual revenue or donor funding. No currency conversion.",FY2.END,GBP,core:TotalAssetsLessCurrentLiabilities,2025,UK_balance_sheet,CONTROL,2024-12-31,,sources/controlai-accounts-2025.xhtml,KEEP
UK-2025-280,-7596691,https://find-and-update.company-information.service.gov.uk/company/15088415/filing-history/MzU0MDI5NDI2MmFkaXF6a2N4/document?format=xhtml&download=1,2026-09-14,"7,596,691","As filed in iXBRL; sign attribute preserved. Comparative amounts retain their own context date. Balance-sheet amount only, not annual revenue or donor funding. No currency conversion.",FY1.END,GBP,core:AccruedLiabilitiesNotExpressedWithinCreditorsSubtotal,2025,UK_balance_sheet,CONTROL,2025-12-31,-,sources/controlai-accounts-2025.xhtml,KEEP
UK-2025-283,-5126583,https://find-and-update.company-information.service.gov.uk/company/15088415/filing-history/MzU0MDI5NDI2MmFkaXF6a2N4/document?format=xhtml&download=1,2026-09-14,"5,126,583","As filed in iXBRL; sign attribute preserved. Comparative amounts retain their own context date. Balance-sheet amount only, not annual revenue or donor funding. No currency conversion.",FY2.END,GBP,core:AccruedLiabilitiesNotExpressedWithinCreditorsSubtotal,2025,UK_balance_sheet,CONTROL,2024-12-31,-,sources/controlai-accounts-2025.xhtml,KEEP
