row_id,org_code,amount_usd,money_type,year,grantor,project_name,receiving_charity,source_url,source_file,source_locator,snapshot_date,published_total_usd,included_matching_pledge_usd,raw_amount_cell,raw_cells_json,derivation,freeze_sentence,matching_rate,matching_deadline
SFF-2025-G0-R6-REC,AIPI,1635000,recommendation,2025,Jaan Tallinn,AI Policy Institute (AIPI),The Hack Foundation,https://survivalandflourishing.fund/2025/recommendations,sources/sff-2025.html,grid 0; data row 6; Total Funding Rec.,2026-09-14,1635000,0,"$1,635,000 Speculation: ($200,000)†","{""Source"": ""Jaan Tallinn"", ""Organization"": ""AI Policy Institute (AIPI)"", ""Track Rec."": ""Main: $958,000 Freedom: $584,000 Fairness: $0 Mean: $93,000"", ""Total Funding Rec."": ""$1,635,000 Speculation: ($200,000)\u2020"", ""Receiving Charity"": ""The Hack Foundation"", ""Purpose"": ""General support of AI Policy Institute""}",Exact source amount,"SFF’s 2025 round lists Jaan Tallinn as source of a $1,635,000 published funding recommendation for AI Policy Institute (AIPI), with receiving charity The Hack Foundation; this does not establish a cash payment or filing year.",,
SFF-2025-G0-R17-REC,CAIS,289000,recommendation,2025,Jaan Tallinn,Center for AI Safety (CAIS),"Center for AI Safety, Inc.",https://survivalandflourishing.fund/2025/recommendations,sources/sff-2025.html,grid 0; data row 17; Total Funding Rec.,2026-09-14,289000,0,"$289,000 Speculation: ($433,911)†","{""Source"": ""Jaan Tallinn"", ""Organization"": ""Center for AI Safety (CAIS)"", ""Track Rec."": ""Main: $210,000 Freedom: $78,000 Fairness: $0 Mean: $0"", ""Total Funding Rec."": ""$289,000 Speculation: ($433,911)\u2020"", ""Receiving Charity"": ""Center for AI Safety, Inc."", ""Purpose"": ""General support""}",Exact source amount,"SFF’s 2025 round lists Jaan Tallinn as source of a $289,000 published funding recommendation for Center for AI Safety (CAIS), with receiving charity Center for AI Safety, Inc.; this does not establish a cash payment or filing year.",,
SFF-2025-G0-R18-REC,CAISAF,772000,recommendation,2025,Jaan Tallinn,Center for AI Safety Action Fund (CAIS AF),"Center for AI Safety Action Fund, Inc.",https://survivalandflourishing.fund/2025/recommendations,sources/sff-2025.html,grid 0; data row 18; Total Funding Rec.,2026-09-14,772000,0,"$772,000 Speculation: ($285,000)†","{""Source"": ""Jaan Tallinn"", ""Organization"": ""Center for AI Safety Action Fund (CAIS AF)"", ""Track Rec."": ""Main: $445,000 Freedom: $228,000 Fairness: $0 Mean: $98,000"", ""Total Funding Rec."": ""$772,000 Speculation: ($285,000)\u2020"", ""Receiving Charity"": ""Center for AI Safety Action Fund, Inc."", ""Purpose"": ""General support""}",Exact source amount,"SFF’s 2025 round lists Jaan Tallinn as source of a $772,000 published funding recommendation for Center for AI Safety Action Fund (CAIS AF), with receiving charity Center for AI Safety Action Fund, Inc.; this does not establish a cash payment or filing year.",,
SFF-2025-G0-R32-REC,ENCODE,516000,recommendation,2025,Jaan Tallinn,Encode AI Corporation,Encode AI Corporation,https://survivalandflourishing.fund/2025/recommendations,sources/sff-2025.html,grid 0; data row 32; Total Funding Rec.,2026-09-14,516000,0,"$516,000 Speculation: ($234,000)†","{""Source"": ""Jaan Tallinn"", ""Organization"": ""Encode AI Corporation"", ""Track Rec."": ""Main: $12,000 Freedom: $504,000 Fairness: $0 Mean: $0"", ""Total Funding Rec."": ""$516,000 Speculation: ($234,000)\u2020"", ""Receiving Charity"": ""Encode AI Corporation"", ""Purpose"": ""General support""}",Exact source amount,"SFF’s 2025 round lists Jaan Tallinn as source of a $516,000 published funding recommendation for Encode AI Corporation, with receiving charity Encode AI Corporation; this does not establish a cash payment or filing year.",,
SFF-2025-G0-R47-REC,MIRI,215000,recommendation,2025,Jaan Tallinn,Machine Intelligence Research Institute (MIRI),Machine Intelligence Research Institute,https://survivalandflourishing.fund/2025/recommendations,sources/sff-2025.html,grid 0; data row 47; Total Funding Rec.,2026-09-14,1607000,1392000,"$1,607,000 Speculation: ($215,000)† Matching: {$1,392,000}‡","{""Source"": ""Jaan Tallinn"", ""Organization"": ""Machine Intelligence Research Institute (MIRI)"", ""Track Rec."": ""Main: $46,000 Freedom: $1,561,000 Fairness: $0 Mean: $0"", ""Total Funding Rec."": ""$1,607,000 Speculation: ($215,000)\u2020 Matching: {$1,392,000}\u2021"", ""Receiving Charity"": ""Machine Intelligence Research Institute"", ""Purpose"": ""General support""}",1607000 - 1392000,"SFF’s 2025 round lists Jaan Tallinn as source of a $215,000 non-matching portion of the published recommendation, derived as total minus included matching pledge for Machine Intelligence Research Institute (MIRI), with receiving charity Machine Intelligence Research Institute; this does not establish a cash payment or filing year.",,
SFF-2025-G0-R47-MATCH,MIRI,1392000,commitment,2025,Jaan Tallinn,Machine Intelligence Research Institute (MIRI),Machine Intelligence Research Institute,https://survivalandflourishing.fund/2025/recommendations,sources/sff-2025.html,grid 0; data row 47; Total Funding Rec.,2026-09-14,1607000,1392000,"$1,607,000 Speculation: ($215,000)† Matching: {$1,392,000}‡","{""Source"": ""Jaan Tallinn"", ""Organization"": ""Machine Intelligence Research Institute (MIRI)"", ""Track Rec."": ""Main: $46,000 Freedom: $1,561,000 Fairness: $0 Mean: $0"", ""Total Funding Rec."": ""$1,607,000 Speculation: ($215,000)\u2020 Matching: {$1,392,000}\u2021"", ""Receiving Charity"": ""Machine Intelligence Research Institute"", ""Purpose"": ""General support""}",Exact source amount,"SFF’s 2025 round lists Jaan Tallinn as source of a $1,392,000 conditional matching pledge included in the total recommendation for Machine Intelligence Research Institute (MIRI), with receiving charity Machine Intelligence Research Institute; this does not establish a cash payment or filing year.",1x,"December 31, 2025"
SFF-2025-G0-R56-REC,METR,120000,recommendation,2025,Jaan Tallinn,Model Evaluation & Threat Research (METR),"Model Evaluation and Threat Research, Inc.",https://survivalandflourishing.fund/2025/recommendations,sources/sff-2025.html,grid 0; data row 56; Total Funding Rec.,2026-09-14,548000,428000,"$548,000 Speculation: ($120,000)† Matching: {$428,000}‡","{""Source"": ""Jaan Tallinn"", ""Organization"": ""Model Evaluation & Threat Research (METR)"", ""Track Rec."": ""Main: $192,000 Freedom: $265,000 Fairness: $15,000 Mean: $76,000"", ""Total Funding Rec."": ""$548,000 Speculation: ($120,000)\u2020 Matching: {$428,000}\u2021"", ""Receiving Charity"": ""Model Evaluation and Threat Research, Inc."", ""Purpose"": ""General support""}",548000 - 428000,"SFF’s 2025 round lists Jaan Tallinn as source of a $120,000 non-matching portion of the published recommendation, derived as total minus included matching pledge for Model Evaluation & Threat Research (METR), with receiving charity Model Evaluation and Threat Research, Inc.; this does not establish a cash payment or filing year.",,
SFF-2025-G0-R56-MATCH,METR,428000,commitment,2025,Jaan Tallinn,Model Evaluation & Threat Research (METR),"Model Evaluation and Threat Research, Inc.",https://survivalandflourishing.fund/2025/recommendations,sources/sff-2025.html,grid 0; data row 56; Total Funding Rec.,2026-09-14,548000,428000,"$548,000 Speculation: ($120,000)† Matching: {$428,000}‡","{""Source"": ""Jaan Tallinn"", ""Organization"": ""Model Evaluation & Threat Research (METR)"", ""Track Rec."": ""Main: $192,000 Freedom: $265,000 Fairness: $15,000 Mean: $76,000"", ""Total Funding Rec."": ""$548,000 Speculation: ($120,000)\u2020 Matching: {$428,000}\u2021"", ""Receiving Charity"": ""Model Evaluation and Threat Research, Inc."", ""Purpose"": ""General support""}",Exact source amount,"SFF’s 2025 round lists Jaan Tallinn as source of a $428,000 conditional matching pledge included in the total recommendation for Model Evaluation & Threat Research (METR), with receiving charity Model Evaluation and Threat Research, Inc.; this does not establish a cash payment or filing year.",1x,"September 30, 2026"
SFF-2025-G0-R63-REC,PALISADE,205000,recommendation,2025,Jaan Tallinn,Palisade Research,Palisade Research,https://survivalandflourishing.fund/2025/recommendations,sources/sff-2025.html,grid 0; data row 63; Total Funding Rec.,2026-09-14,1133000,928000,"$1,133,000 Speculation: ($205,000)† Matching: {$928,000}‡","{""Source"": ""Jaan Tallinn"", ""Organization"": ""Palisade Research"", ""Track Rec."": ""Main: $477,000 Freedom: $441,000 Fairness: $0 Mean: $216,000"", ""Total Funding Rec."": ""$1,133,000 Speculation: ($205,000)\u2020 Matching: {$928,000}\u2021"", ""Receiving Charity"": ""Palisade Research"", ""Purpose"": ""General support""}",1133000 - 928000,"SFF’s 2025 round lists Jaan Tallinn as source of a $205,000 non-matching portion of the published recommendation, derived as total minus included matching pledge for Palisade Research, with receiving charity Palisade Research; this does not establish a cash payment or filing year.",,
SFF-2025-G0-R63-MATCH,PALISADE,928000,commitment,2025,Jaan Tallinn,Palisade Research,Palisade Research,https://survivalandflourishing.fund/2025/recommendations,sources/sff-2025.html,grid 0; data row 63; Total Funding Rec.,2026-09-14,1133000,928000,"$1,133,000 Speculation: ($205,000)† Matching: {$928,000}‡","{""Source"": ""Jaan Tallinn"", ""Organization"": ""Palisade Research"", ""Track Rec."": ""Main: $477,000 Freedom: $441,000 Fairness: $0 Mean: $216,000"", ""Total Funding Rec."": ""$1,133,000 Speculation: ($205,000)\u2020 Matching: {$928,000}\u2021"", ""Receiving Charity"": ""Palisade Research"", ""Purpose"": ""General support""}",Exact source amount,"SFF’s 2025 round lists Jaan Tallinn as source of a $928,000 conditional matching pledge included in the total recommendation for Palisade Research, with receiving charity Palisade Research; this does not establish a cash payment or filing year.",1x,"March 31, 2026"
