row_id,verdict,reason,source_url,source_file
SFF-2025-G0-R4-MATCH,KEEP,Primary table confirms this bounded recommendation/conditional pledge; no paid grant inferred.,https://survivalandflourishing.fund/2025/recommendations,sources/sff-2025.html
SFF-2025-G0-R6-REC,KEEP,Primary table confirms this bounded recommendation/conditional pledge; no paid grant inferred.,https://survivalandflourishing.fund/2025/recommendations,sources/sff-2025.html
SFF-2025-G0-R17-REC,KEEP,Primary table confirms this bounded recommendation/conditional pledge; no paid grant inferred.,https://survivalandflourishing.fund/2025/recommendations,sources/sff-2025.html
SFF-2025-G0-R18-REC,KEEP,Primary table confirms this bounded recommendation/conditional pledge; no paid grant inferred.,https://survivalandflourishing.fund/2025/recommendations,sources/sff-2025.html
SFF-2025-G0-R32-REC,KEEP,Primary table confirms this bounded recommendation/conditional pledge; no paid grant inferred.,https://survivalandflourishing.fund/2025/recommendations,sources/sff-2025.html
SFF-2025-G0-R47-REC,KEEP,Primary table confirms this bounded recommendation/conditional pledge; no paid grant inferred.,https://survivalandflourishing.fund/2025/recommendations,sources/sff-2025.html
SFF-2025-G0-R47-MATCH,KEEP,Primary table confirms this bounded recommendation/conditional pledge; no paid grant inferred.,https://survivalandflourishing.fund/2025/recommendations,sources/sff-2025.html
SFF-2025-G0-R56-REC,KEEP,Primary table confirms this bounded recommendation/conditional pledge; no paid grant inferred.,https://survivalandflourishing.fund/2025/recommendations,sources/sff-2025.html
SFF-2025-G0-R56-MATCH,KEEP,Primary table confirms this bounded recommendation/conditional pledge; no paid grant inferred.,https://survivalandflourishing.fund/2025/recommendations,sources/sff-2025.html
SFF-2025-G0-R63-REC,KEEP,Primary table confirms this bounded recommendation/conditional pledge; no paid grant inferred.,https://survivalandflourishing.fund/2025/recommendations,sources/sff-2025.html
SFF-2025-G0-R63-MATCH,KEEP,Primary table confirms this bounded recommendation/conditional pledge; no paid grant inferred.,https://survivalandflourishing.fund/2025/recommendations,sources/sff-2025.html
FLI-MUSK-ANNOUNCEMENT,KEEP,FLI annual review confirms the announcement; no cash timing or legal payer inferred.,https://futureoflife.org/newsletter/2015-a-year-in-review/,sources/fli-2015-review.html
PG-VITALIK-BUTERIN-FUTURE-OF-LIFE-INSTITUTE,OPEN,Lead has no frozen amount or period; dated primary disclosure findings are separately scoped in the FLI hub note.,https://x.com/rookepoole/status/2099660837388501127,sources/poole-thread.html.error.json
PG-VITALIK-BUTERIN-SURVIVAL-AND-FLOURISHING-FUND,OPEN,Lead has no frozen amount or period; dated primary disclosure findings are separately scoped in the FLI hub note.,https://x.com/rookepoole/status/2099660837388501127,sources/poole-thread.html.error.json
PG-JAAN-TALLINN-FUTURE-OF-LIFE-INSTITUTE,OPEN,Lead has no frozen amount or period; dated primary disclosure findings are separately scoped in the FLI hub note.,https://x.com/rookepoole/status/2099660837388501127,sources/poole-thread.html.error.json
PG-JAAN-TALLINN-SURVIVAL-AND-FLOURISHING-FUND,OPEN,Lead has no frozen amount or period; dated primary disclosure findings are separately scoped in the FLI hub note.,https://x.com/rookepoole/status/2099660837388501127,sources/poole-thread.html.error.json
